date,home_price_index,building_cost_index,population_millions
1942-09,5.40985986,226.6667,136.1127
1942-10,5.45780357,227.2500,136.2693
1942-11,5.50574728,227.8333,136.4258
1942-12,5.55369099,228.4167,136.5824
1943-01,5.60163471,229.0000,136.7390
1943-02,5.67905036,229.5000,136.8772
1943-03,5.75646601,230.0000,137.0153
1943-04,5.83388167,230.5000,137.1535
1943-05,5.91129732,231.0000,137.2917
1943-06,5.98871297,231.5000,137.4298
1943-07,6.06612863,232.0000,137.5680
1943-08,6.14354428,232.5000,137.7062
1943-09,6.22095993,233.0000,137.8443
1943-10,6.29837559,233.5000,137.9825
1943-11,6.37579124,234.0000,138.1207
1943-12,6.45320689,234.5000,138.2588
1944-01,6.53062255,235.0000,138.3970
