,date,cape,caey,p-cape,p-caey,ern_cape,ern_caey
330,1898-07,19.763031015776505,0.050599525912888375,18.303398564082332,0.05463466232781215,18.561427951367136,0.053875165349352626
331,1898-08,20.435172723800367,0.04893523600293936,18.926977911094028,0.05283463660692767,19.17183885978182,0.052159837525954475
332,1898-09,20.329932712965732,0.04918855434097105,18.830326927261293,0.05310582253100803,19.051598117980546,0.05248903497792232
333,1898-10,19.83316494597475,0.05042059614408418,18.36822877272536,0.054441830639918934,18.565289736817792,0.05386395871952636
334,1898-11,20.40092285125239,0.049017390403915534,18.889801063915407,0.05293861997891913,19.075166169176722,0.05242418289471497
335,1898-12,21.269317326947636,0.047016083526716095,19.6860574273041,0.050797372896668656,19.863189217719405,0.05034438271916211
336,1899-01,22.787789039436976,0.0438831515540793,21.082787566010232,0.04743205787512675,21.260155524485832,0.04703634452947797
337,1899-02,22.907304614923774,0.04365419750643708,21.18835398444501,0.04719573784420108,21.35181616834809,0.046834423456792354
338,1899-03,23.136306129115958,0.04322211136122316,21.395994119325913,0.046737720828627025,21.545151131622,0.04641415573698583
339,1899-04,23.009377239364397,0.04346054174335505,21.27480161434132,0.047003963568144444,21.405493383903718,0.04671697970540449
340,1899-05,21.959032771224404,0.0455393464010137,20.303161651153463,0.04925341270398584,20.40736247431682,0.04900192277461261
341,1899-06,21.081691514041875,0.04743452390117417,19.491663143986674,0.051303985330185,19.568264701007898,0.05110315172445992
342,1899-07,21.424126821355536,0.046676348041554794,19.808665342857825,0.050482956963102926,19.856042014103174,0.05036250423371026
343,1899-08,21.587604864075324,0.0463228786285659,19.963506965197592,0.05009139935900547,19.977700301536256,0.05005581147511265
344,1899-09,20.46069907907365,0.048874185390017214,18.924002697815148,0.05284294321705281,18.905615144798794,0.05289433812869688
345,1899-10,20.023326881665064,0.049941750734523484,18.52270753369316,0.0539877875942802,18.47055225091078,0.05414023286448785
346,1899-11,20.067129535993868,0.049832737572472786,18.570155573696645,0.05384984503933998,18.47832652376589,0.054117454776754295
347,1899-12,18.392414215192574,0.05437024135602471,17.0272274100754,0.05872946757076123,16.90570612936249,0.05915162563148788
348,1900-01,18.55709458556188,0.05388774602561102,17.185384791654318,0.05818897930557986,17.02056372649784,0.05875246061581302
349,1900-02,18.59031779170696,0.05379144193253623,17.22171721226833,0.0580662188139766,17.017229216480363,0.05876397310506627
350,1900-03,18.663165701582187,0.0535814778687425,17.294723548470902,0.05782110348265232,17.053126674810834,0.05864027278218132
351,1900-04,18.824493599428635,0.05312227894567917,17.448729673776064,0.057310762370450026,17.17198177878613,0.05823439675642895
352,1900-05,18.28875740604189,0.05467840038545425,16.955406839706637,0.0589782368216711,16.658444835310306,0.06002961320136775
353,1900-06,17.880234055588996,0.055927679519800266,16.57990138744,0.060313989608981856,16.261669038373157,0.06149430280743443
354,1900-07,17.580198353349637,0.056882179592101435,16.301932087931654,0.0613424221500899,15.964382920295895,0.06263943961959698
355,1900-08,17.94885429789225,0.055713862478533285,16.645072590069802,0.06007783952811265,16.27610874052885,0.06143974680569181
356,1900-09,17.226622703599894,0.05804968374857524,15.976677339325255,0.06259123713655929,15.601234209260447,0.06409749296670571
357,1900-10,17.978648424132295,0.05562153374431221,16.676795083748022,0.05996355984337341,15.694243399452223,0.06371763037872237
358,1900-11,19.28991124339088,0.05184057030550727,17.89784624798049,0.05587264445926478,16.16539811963642,0.0618605241021117
359,1900-12,20.6023776977735,0.048538086946540646,19.121482965687697,0.05229719900880268,17.543467215540733,0.05700127504522928
360,1901-01,20.841252340923447,0.04798176153917685,19.34639125739862,0.0516892265175073,18.803904443842377,0.05318044467767252
361,1901-02,21.53637458009982,0.046433070537509426,19.99833575650421,0.050004160954981586,19.424310859768724,0.051481877901325274
362,1901-03,22.196478143330626,0.04505219222358795,20.61936879589188,0.04849808982509862,20.014425393548045,0.04996396250887948
363,1901-04,24.2405155615776,0.04125324799547782,22.52965401765922,0.044385945705876305,21.851839964730154,0.04576273675873724
364,1901-05,22.906759455993715,0.0436552364345164,21.300556099990455,0.04694713111271532,20.64781615725354,0.04843127197491546
365,1901-06,25.076035316377038,0.03987871237950063,23.333683678174044,0.042856499376280825,22.60011223067164,0.04424756787901497
366,1901-07,23.00534583585059,0.04346815766801649,21.42176652609612,0.046681490939684836,20.734793515392393,0.048228114702837714
367,1901-08,22.943820895198854,0.0435847195882381,21.37713510507275,0.04677895307695848,20.57469606700634,0.04860339111417562
368,1901-09,22.46631741716206,0.04451107769162463,20.943733542097952,0.04774697873184597,20.246798199044477,0.049390525364508935
369,1901-10,22.129795799222286,0.045187945206215746,20.641233754981723,0.04844671650301193,19.94127145373693,0.050147253765637056
370,1901-11,22.26023922723164,0.04492314704222356,20.777612897625726,0.04812872416707074,20.05666655349785,0.04985873386949247
371,1901-12,21.573953199846976,0.04635219103038997,20.14949724363788,0.049629029841712094,19.436965988241916,0.05144835879246453
372,1902-01,22.227366389335693,0.04498958547242839,20.770965210851568,0.04814412762472688,20.0249795847311,0.049937628938333235
373,1902-02,22.34623024253946,0.04475027730164292,20.895922005753928,0.04785622762779449,20.131052676588006,0.04967450118308911
374,1902-03,22.301168914072953,0.04484069888233343,20.866190471171603,0.047924416360599416,20.088651252636442,0.049779349913735976
375,1902-04,22.715922390940168,0.044021985230889495,21.2661854384227,0.04702300762379553,20.45884085090782,0.04887862451677594
376,1902-05,22.32323928783974,0.04479636611451526,20.909828095754335,0.04782440082341214,20.10149333739267,0.04974754776749876
377,1902-06,21.85894717897167,0.04574785747055563,20.488882693898724,0.048806956188869426,19.678885857987478,0.05081588496505808
378,1902-07,22.269532114427424,0.044904400993325995,20.88822493963654,0.047873862086885405,20.03983241343889,0.049900616899839496
379,1902-08,23.03964779815195,0.043403441266155626,21.624944914052236,0.046242892362245235,20.770588670141628,0.04814500040807853
380,1902-09,22.724296697296403,0.04400576234858674,21.34388201452153,0.046851833200710145,20.43070078077847,0.048945947118016433
381,1902-10,20.503459609880473,0.048772256927709264,19.271809136254344,0.05188926441362419,18.42319523596714,0.05427940089609023
382,1902-11,20.292467133853602,0.04927937019209044,19.0880353033813,0.052388838563330695,18.22056763394472,0.05488303219143462
383,1902-12,19.519933160060983,0.0512296836162361,18.375532455301066,0.05442019176492026,17.51082896423799,0.05710751912672322
384,1903-01,20.198075955039812,0.04950966627841008,19.024851175712147,0.05256282904733774,18.098201753476307,0.055254108315370046
385,1903-02,19.986910459383907,0.05003274528257554,18.834332904571,0.05309452716306745,17.89224015535882,0.05589015077580963
386,1903-03,19.757088611021445,0.05061474489931438,18.624305614889114,0.05369327698319956,17.672452398784927,0.05658524224225695
387,1903-04,18.85738837029783,0.05302961260399635,17.778827652614446,0.056246678326562556,16.852195139555246,0.05933945054153886
388,1903-05,18.82569656622769,0.05311888441854244,17.751150564211837,0.05633437654549017,16.80853769453384,0.05949357512076743
389,1903-06,17.702328025172136,0.05648974522322897,16.694471633009435,0.05990006883612492,15.792222770622237,0.06332230836182655
390,1903-07,16.81299586991557,0.05947779965790366,15.857143866581724,0.0630630590485755,15.204279409345148,0.06577095652329046
391,1903-08,16.204548859681676,0.06171106697626657,15.280868004549523,0.06544130868104307,14.430871334597585,0.06929588496867335
392,1903-09,15.560575440469382,0.06426497553549569,14.66682844204756,0.0681810661351402,13.84501148467069,0.07222818132778064
393,1903-10,15.157396125836112,0.06597439241529607,14.276738809961454,0.07004400748035397,13.47325533942415,0.07422111247857789
394,1903-11,15.313163443269126,0.06530329305925016,14.409844448204964,0.06939700172298321,13.599352790538873,0.07353291111733672
395,1903-12,15.945332361043617,0.06271427759280336,14.987408485510171,0.06672267596941794,14.14981596382679,0.07067229726213005
396,1904-01,15.767238392904916,0.06342264733245798,14.800686721106146,0.06756443257284644,13.984222033159718,0.07150916208486796
397,1904-02,14.935197493868307,0.06695592745998526,13.999189383587119,0.07143270746607776,13.238341931910968,0.07553816068079525
398,1904-03,14.996059034703586,0.06668418667103268,14.036401554393061,0.07124333085832983,13.285122145121585,0.07527217206408665
399,1904-04,15.473263094924013,0.06462760917753986,14.461087406185202,0.06915109299265328,13.69978294635705,0.07299385719581149
400,1904-05,15.431453345808208,0.06480271025616907,14.398408633746197,0.06945211970552462,13.654734256811125,0.07323467313186191
401,1904-06,15.378731214367756,0.0650248701314019,14.323990465599291,0.06981294789336916,13.60033237583806,0.07352761479392739
402,1904-07,15.93386382737346,0.0627594167261589,14.81305622162518,0.06750801354146804,14.082457524093769,0.0710103331246761
403,1904-08,16.196534401489615,0.06174160318568081,15.027326439460513,0.06654543667688505,14.93803867445471,0.06694319259663474
404,1904-09,16.633091375142424,0.0601211150378495,15.402620904978136,0.06492401560547396,14.684919309897417,0.06809707148516743
405,1904-10,17.518526122206524,0.057082427655394924,16.189117772494754,0.061769888517272754,15.45955937522038,0.06468489662149539
406,1904-11,17.96296134692763,0.05567010810113662,16.563425344108182,0.060373985406087065,15.844663427778247,0.06311273221789229
407,1904-12,18.045081634303024,0.05541676232148695,16.600818713731222,0.06023799291132905,15.912404611831565,0.06284405307645687
408,1905-01,18.34159866284385,0.054520874563992384,16.838192441228724,0.059388797431218075,16.170085789231585,0.061842590882600426
409,1905-02,19.047227378925147,0.052501079559036115,17.452578575855718,0.05729812334914349,16.78677740780397,0.0595706951791183
410,1905-03,19.69903995140211,0.05076389521860041,18.016539387670324,0.055504554924923774,17.356749292502,0.05761447510404459
411,1905-04,19.348085515812652,0.05168470023469391,17.66687947960698,0.05660309174318577,17.04170511673997,0.05867957420632198
412,1905-05,18.49505109424288,0.05406851783779495,16.864276509886558,0.05929694045361254,16.284437265242946,0.061408324015860986
413,1905-06,18.600293896425587,0.05376259136379397,16.93936347696837,0.05903409542865359,16.367101612733308,0.061098172642981466
414,1905-07,19.06408877866389,0.052454644520916104,17.341084386651485,0.05766652059947084,16.765019376236427,0.05964800741104122
415,1905-08,19.431639548869594,0.05146246138855398,17.656732703247492,0.056635619783499146,17.07705403722097,0.05855810948541887
416,1905-09,19.59591220841189,0.0510310512398975,17.790328757858777,0.05621031593124751,17.2120049855277,0.058098983868574636
417,1905-10,19.749626974853264,0.05063386773194636,17.91700504380674,0.05581289939669152,17.335740822541457,0.05768429571234198
418,1905-11,19.298245271332476,0.05181818273838083,17.496025062170826,0.05715583948048624,16.92838603403885,0.05907237689341702
419,1905-12,19.43477855826655,0.05145414942608912,17.611911711871038,0.0567797531784108,17.034691744147388,0.05870373324152286
420,1906-01,19.984192714433252,0.05003954947240709,18.1020055967556,0.05524249755945434,17.502983934866762,0.057133115343147474
421,1906-02,19.71590538184919,0.05072047063690099,17.84812895127631,0.056028281884891395,17.256031469628912,0.05795075198837157
422,1906-03,19.1111755602892,0.05232540493625539,17.29041527664078,0.05783551083073132,16.71423332442488,0.05982924736001368
423,1906-04,18.730884836301097,0.05338776084202737,16.9361769068818,0.05904520279270717,16.369529334712656,0.06108911133317894
424,1906-05,17.914405191439666,0.055820999319466456,16.186050152786,0.061781595297224295,15.64293548851737,0.0639266204692876
425,1906-06,18.02942874065576,0.05546487436648691,16.278308181535255,0.0614314453841288,15.728906464102797,0.06357721067782074
426,1906-07,18.04317704912015,0.05542261195340671,16.28063844199169,0.06142265265351996,15.727332313657802,0.06358357412792684
427,1906-08,18.81046772187939,0.053161889155836896,16.960704248558,0.05895981589827086,16.380742516007576,0.06104729373670215
428,1906-09,19.04183029591725,0.0525159600973027,17.15619526548051,0.05828798195203988,16.569799819978606,0.06035075926471218
429,1906-10,17.945662742490494,0.0557237709383822,16.156064066590496,0.061896263587362436,15.98945938017074,0.06254120143925228
430,1906-11,17.987055122616642,0.055595537634318785,16.178045896762438,0.06181216238236292,15.627236223160708,0.06399084174064809
431,1906-12,17.509717791766032,0.05711114318874124,15.734197812417378,0.06355582991404896,15.200207614565405,0.06578857508773517
432,1907-01,17.07914104444393,0.05855095390323,15.334538190915373,0.06521226707645028,14.814235491930233,0.06750263964311426
433,1907-02,16.097220004808005,0.062122527970749894,14.442063397826777,0.06924218322919692,13.951195009597999,0.0716784475675403
434,1907-03,14.582336160177691,0.0685761176409346,13.074666621325752,0.07648378570272114,12.628922244052246,0.07918332068842715
435,1907-04,14.568806187608708,0.06863980391547359,13.054174099002712,0.07660385041719309,12.604089418353738,0.0793393292294346
436,1907-05,13.703460102162616,0.07297427018758457,12.271595763244214,0.0814889945279319,11.84487190465114,0.08442472050772697
437,1907-06,13.0672782392528,0.07652703047189274,11.69520905724452,0.08550509829326707,11.285224443720862,0.08861144100296592
438,1907-07,13.510402959187891,0.07401703731715416,12.085117640202368,0.08274640179532872,11.658487768791156,0.08577441773168218
439,1907-08,12.44692882601043,0.08034110373558925,11.127900042527898,0.08986421482743949,10.734499667208008,0.09315757892795158
440,1907-09,12.265055312930414,0.0815324492622346,10.959827897395407,0.091242308671439,10.570654024717772,0.09460152585276758
441,1907-10,10.78005011811621,0.09276394720275641,9.628051976889548,0.10386317007846704,9.28452596023965,0.10770609121913514
442,1907-11,10.538288852786039,0.09489206587230972,9.409073392073957,0.10628039110018878,9.06908523734755,0.11026470408304063
443,1907-12,11.278678642856256,0.08866286837894657,10.0673831436664,0.09933067866093095,9.698782836490132,0.10310572129088803
444,1908-01,11.846064855989047,0.08441621856345209,10.570040440553191,0.09460701741153076,10.182016948160971,0.09821236844244453
445,1908-02,11.49941002962603,0.08696098299162229,10.25804551154586,0.09748445733394905,9.881730029366752,0.10119685490578847
446,1908-03,11.9292494136181,0.0838275708158493,10.639245097857065,0.09399163106049864,10.24697453093367,0.09758978096229183
447,1908-04,12.394785088524626,0.0806790914774168,11.051928086941821,0.09048194958683539,10.644149130762573,0.09394832670184108
448,1908-05,13.018835483135852,0.07681178560827236,11.605917973150426,0.08616293879669305,11.179031666774373,0.08945318609053933
449,1908-06,12.999478847508042,0.07692616078926093,11.584012905647922,0.08632587067582065,11.162755734804195,0.08958361391731563
450,1908-07,13.296762895976947,0.07520627447621547,11.843348676181543,0.0844355787659216,11.534309483005503,0.08669786444289419
451,1908-08,13.836001674317984,0.07227521530704735,12.317812642418348,0.08118324486900709,12.005123352640318,0.08329776967931507
452,1908-09,13.656052321882465,0.07322760461290849,12.151488975566176,0.08229444161211584,11.852260859571672,0.08437208831700815
453,1908-10,13.647242384551562,0.07327487647848788,12.137505888793216,0.08238924941929944,11.84797253954629,0.08440262641242535
