date,mid_cap_price,small_cap_price
1999-01,992.06,1097.55
1999-02,1007.44,1031.70
1999-03,977.71,992.89
1999-04,1003.92,1038.50
1999-05,1025.42,1073.62
1999-06,988.20,1108.19
1999-07,986.51,1140.35
1999-08,965.64,1132.00
1999-09,937.49,1171.87
1999-10,908.08,1092.02
1999-11,854.39,1168.58
1999-12,787.14,1247.61
2000-01,777.15,1315.12
2000-02,700.69,1600.25
2000-03,761.62,1328.14
2000-04,806.84,1246.66
2000-05,841.72,1171.79
2000-06,774.76,1327.26
2000-07,836.06,1291.98
2000-08,820.76,1284.10
2000-09,880.98,1266.78
2000-10,927.68,1218.59
2000-11,1038.66,1181.51
2000-12,1114.75,1192.28
2001-01,1059.25,1274.29
2001-02,1186.51,1266.97
2001-03,1258.42,1268.96
2001-04,1196.15,1275.45
2001-05,1237.24,1311.57
2001-06,1218.57,1395.76
2001-07,1271.02,1334.47
2001-08,1301.39,1361.29
2001-09,1320.25,1278.92
2001-10,1214.11,1368.43
2001-11,1234.06,1357.13
2001-12,1237.80,1417.67
2002-01,1276.47,1433.70
2002-02,1302.54,1417.59
2002-03,1314.30,1476.59
2002-04,1367.05,1566.27
2002-05,1383.09,1513.29
2002-06,1382.61,1572.43
2002-07,1330.68,1489.57
2002-08,1368.54,1448.45
2002-09,1381.91,1482.49
2002-10,1326.66,1431.68
2002-11,1307.60,1477.36
2002-12,1331.63,1475.66
2003-01,1321.04,1498.31
2003-02,1304.50,1496.12
2003-03,1273.44,1512.35
2003-04,1278.74,1514.28
2003-05,1280.22,1577.71
2003-06,1278.16,1602.34
2003-07,1257.47,1682.83
2003-08,1278.49,1727.17
2003-09,1279.31,1743.01
2003-10,1301.06,1781.69
2003-11,1319.07,1814.75
2003-12,1337.58,1766.15
2004-01,1370.76,1814.21
2004-02,1381.67,1784.84
2004-03,1382.69,1815.13
2004-04,1335.19,1782.04
2004-05,1333.78,1781.06
2004-06,1350.26,1823.44
2004-07,1390.61,1752.17
2004-08,1401.65,1722.07
2004-09,1400.75,1775.21
2004-10,1399.96,1782.42
2004-11,1424.15,1853.33
2004-12,1416.46,1848.14
2005-01,1440.63,1812.08
2005-02,1462.85,1804.91
2005-03,1494.31,1781.58
2005-04,1495.50,1712.60
2005-05,1482.02,1756.56
2005-06,1520.45,1798.42
2005-07,1513.96,1857.33
2005-08,1539.89,1844.47
2005-09,1569.52,1853.97
2005-10,1575.03,1828.36
2005-11,1545.18,1834.28
2005-12,1544.10,1822.17
2006-01,1565.57,1929.27
2006-02,1558.37,1918.08
2006-03,1567.27,1982.05
2006-04,1607.88,1960.30
2006-05,1648.16,1902.85
2006-06,1663.49,1896.90
2006-07,1713.70,1828.09
2006-08,1685.16,1850.70
2006-09,1675.55,1814.00
2006-10,1660.44,1834.30
2006-11,1659.77,1843.28
2006-12,1712.53,1828.30
2007-01,1701.82,1829.50
2007-02,1705.34,1855.70
2007-03,1697.58,1863.67
2007-04,1676.80,1824.59
2007-05,1672.44,1831.76
2007-06,1657.54,1846.10
2007-07,1598.39,1797.05
2007-08,1568.19,1792.57
2007-09,1539.87,1756.61
2007-10,1499.67,1762.37
2007-11,1494.53,1723.47
2007-12,1490.92,1727.60
2008-01,1555.60,1713.10
2008-02,1547.98,1706.25
2008-03,1558.33,1721.95
2008-04,1546.94,1694.18
2008-05,1532.91,1752.26
2008-06,1510.40,1788.33
2008-07,1600.60,1845.22
2008-08,1622.99,1902.54
2008-09,1716.96,1881.13
2008-10,1670.71,1819.26
2008-11,1540.04,1730.76
2008-12,1529.04,1774.70
2009-01,1364.90,1777.59
2009-02,1280.42,1784.24
2009-03,1324.56,1778.38
2009-04,1398.29,1874.16
2009-05,1407.21,1829.44
2009-06,1381.01,1890.00
2009-07,1449.35,1920.42
2009-08,1566.18,1903.15
2009-09,1588.81,1951.06
2009-10,1528.88,1871.40
2009-11,1530.63,1828.85
2009-12,1531.58,1937.94
2010-01,1539.47,1945.60
2010-02,1588.91,1964.94
2010-03,1626.31,1992.52
2010-04,1677.11,2087.64
2010-05,1637.02,2087.60
2010-06,1561.39,2047.70
2010-07,1558.83,2054.40
2010-08,1536.44,1994.04
2010-09,1494.91,2072.15
2010-10,1465.62,2100.37
2010-11,1458.60,2181.71
2010-12,1519.09,2204.93
2011-01,1535.90,2160.10
2011-02,1561.79,2198.46
2011-03,1543.81,2263.75
2011-04,1516.01,2263.92
2011-05,1495.58,2253.63
2011-06,1495.43,2246.65
2011-07,1488.56,2225.50
2011-08,1459.95,2165.77
2011-09,1443.66,2102.10
2011-10,1448.39,2167.26
2011-11,1446.43,2166.92
2011-12,1472.09,2155.08
2012-01,1465.47,2204.17
2012-02,1477.86,2168.02
2012-03,1501.68,2158.87
2012-04,1495.90,2154.46
2012-05,1481.91,2152.58
2012-06,1492.09,2166.50
2012-07,1495.06,2107.53
2012-08,1525.70,2130.80
2012-09,1561.34,2151.03
2012-10,1624.26,2133.75
2012-11,1611.31,2143.59
2012-12,1671.05,2176.12
2013-01,1695.29,2187.41
2013-02,1712.17,2193.57
2013-03,1707.69,2206.43
2013-04,1715.89,2150.52
2013-05,1766.72,2189.06
2013-06,1774.47,2224.11
2013-07,1792.70,2269.92
2013-08,1752.59,2283.98
2013-09,1737.12,2352.25
2013-10,1763.78,2318.20
2013-11,1774.98,2354.53
2013-12,1784.48,2352.02
2014-01,1758.04,2381.30
2014-02,1758.57,2394.41
2014-03,1853.26,2356.59
2014-04,1884.57,2264.18
2014-05,1891.55,2228.57
2014-06,1885.91,2301.58
2014-07,1891.80,2209.93
2014-08,1886.21,2220.85
2014-09,1864.08,2143.49
2014-10,1838.74,2232.01
2014-11,1783.16,2184.36
2014-12,1820.67,2235.11
2015-01,1751.87,2209.94
2015-02,1729.58,2230.76
2015-03,1733.85,2308.78
2015-04,1771.39,2243.95
2015-05,1763.30,2275.82
2015-06,1759.57,2352.49
2015-07,1694.45,2260.71
2015-08,1746.12,2271.78
2015-09,1757.27,2210.13
2015-10,1756.67,2173.52
2015-11,1756.47,2256.39
2015-12,1715.51,2194.53
2016-01,1756.80,2123.13
2016-02,1749.03,2138.33
2016-03,1780.22,2162.53
2016-04,1849.53,2189.44
2016-05,1830.54,2194.62
2016-06,1814.62,2217.57
2016-07,1797.97,2275.07
2016-08,1864.41,2309.44
2016-09,1851.82,2365.34
2016-10,1939.18,2271.30
2016-11,2109.47,2405.49
2016-12,2196.57,2420.11
2017-01,2152.31,2405.86
2017-02,2128.92,2359.73
2017-03,2063.47,2388.33
2017-04,2030.70,2411.14
2017-05,1959.32,2353.62
2017-06,1997.17,2411.81
2017-07,2001.07,2382.96
2017-08,1972.54,2356.17
2017-09,2050.91,2476.53
2017-10,2062.17,2434.86
2017-11,2073.78,2431.96
2017-12,2086.86,2409.76
2018-01,2074.82,2347.22
2018-02,2063.27,2362.61
2018-03,2067.22,2464.06
2018-04,2089.24,2500.18
2018-05,2036.56,2643.22
2018-06,2000.12,2682.80
2018-07,2020.64,2632.91
2018-08,1950.69,2671.18
2018-09,1926.72,2616.72
2018-10,2004.61,2506.74
2018-11,2018.37,2493.12
2018-12,1986.19,2440.16
2019-01,1984.81,2511.89
2019-02,1942.14,2573.13
2019-03,1875.98,2510.79
2019-04,1928.25,2480.26
2019-05,1890.43,2458.19
2019-06,1884.95,2470.25
2019-07,1904.33,2431.79
2019-08,1821.15,2380.57
2019-09,1953.24,2366.53
2019-10,1928.40,2386.05
2019-11,1900.43,2414.12
2019-12,1940.81,2439.80
2020-01,1829.53,2373.97
2020-02,1766.25,2406.11
2020-03,1522.35,2291.14
2020-04,1496.02,2337.29
2020-05,1424.32,2396.42
2020-06,1404.86,2478.83
2020-07,1395.84,2438.75
2020-08,1362.49,2448.03
2020-09,1332.52,2461.17
2020-10,1394.56,2576.74
2020-11,1430.16,2737.25
2020-12,1413.41,2887.95
2021-01,1468.77,3113.87
2021-02,1583.96,3195.57
2021-03,1712.73,3143.90
2021-04,1711.13,3071.64
2021-05,1848.12,3093.37
2021-06,1722.15,3180.79
2021-07,1703.49,3077.94
2021-08,1708.59,3084.69
2021-09,1808.02,3126.34
2021-10,1819.80,3092.10
2021-11,1832.34,3084.73
2021-12,1909.77,3064.09
2022-01,2173.11,2908.23
2022-02,2260.14,2999.51
2022-03,2245.14,2991.43
2022-04,2398.10,2970.30
2022-05,2630.31,2950.90
2022-06,2510.37,3058.76
2022-07,2410.39,3152.48
2022-08,2421.61,3207.85
2022-09,2437.77,3205.75
2022-10,2651.05,3231.62
2022-11,2702.44,3132.63
2022-12,2745.25,3118.32
2023-01,2657.15,3301.07
2023-02,2650.18,3356.00
2023-03,2416.97,3183.25
2023-04,2428.65,3097.32
2023-05,2247.71,3160.32
2023-06,2255.09,3224.56
2023-07,2355.15,3305.29
2023-08,2344.44,3226.48
2023-09,2393.68,3167.26
2023-10,2405.44,3056.33
2023-11,2453.88,3066.46
2023-12,2584.20,3275.41
2024-01,2536.54,3129.55
2024-02,2464.08,3143.52
2024-03,2580.24,3084.46
2024-04,2581.03,3028.79
2024-05,2553.13,3055.14
2024-06,2472.13,2971.95
2024-07,2619.39,3187.09
2024-08,2600.23,3090.66
2024-09,2538.95,3102.39
2024-10,2571.42,3087.34
2024-11,2587.66,3242.75
2024-12,2524.37,3175.48
