date,price,dividends,earnings,cpi,long_term_interest_rate
1948-06,16.82,0.8500,1.86,24.100,2.39
1948-07,16.42,0.8567,1.93,24.400,2.38
1948-08,15.94,0.8633,2.00,24.500,2.36
1948-09,15.76,0.8700,2.07,24.500,2.35
1948-10,16.19,0.8900,2.14,24.400,2.34
1948-11,15.29,0.9100,2.22,24.200,2.33
1948-12,15.19,0.9300,2.29,24.100,2.32
1949-01,15.36,0.9467,2.32,24.000,2.31
1949-02,14.77,0.9633,2.35,23.800,2.31
1949-03,14.91,0.9800,2.38,23.800,2.31
1949-04,14.89,0.9933,2.39,23.900,2.31
1949-05,14.78,1.0067,2.39,23.800,2.31
1949-06,13.97,1.0200,2.40,23.900,2.31
1949-07,14.76,1.0267,2.40,23.700,2.32
1949-08,15.29,1.0333,2.39,23.800,2.32
1949-09,15.49,1.0400,2.39,23.900,2.32
1949-10,15.89,1.0733,2.37,23.700,2.32
1949-11,16.11,1.1067,2.34,23.800,2.32
1949-12,16.54,1.1400,2.32,23.600,2.32
1950-01,16.88,1.1500,2.34,23.500,2.32
1950-02,17.21,1.1600,2.35,23.500,2.34
1950-03,17.35,1.1700,2.37,23.600,2.36
1950-04,17.84,1.1800,2.43,23.600,2.38
1950-05,18.44,1.1900,2.48,23.700,2.40
1950-06,18.74,1.2000,2.54,23.800,2.42
1950-07,17.38,1.2433,2.60,24.100,2.45
1950-08,18.43,1.2867,2.66,24.300,2.47
1950-09,19.08,1.3300,2.72,24.400,2.49
1950-10,19.87,1.3767,2.76,24.600,2.51
1950-11,19.83,1.4233,2.80,24.700,2.53
1950-12,19.75,1.4700,2.84,25.000,2.55
1951-01,21.21,1.4867,2.84,25.400,2.57
1951-02,22.00,1.5033,2.83,25.700,2.58
1951-03,21.63,1.5200,2.83,25.800,2.59
1951-04,21.92,1.5333,2.79,25.800,2.60
1951-05,21.93,1.5467,2.76,25.900,2.61
1951-06,21.55,1.5600,2.72,25.900,2.62
1951-07,21.93,1.5467,2.65,25.900,2.63
1951-08,22.89,1.5333,2.58,25.900,2.63
1951-09,23.48,1.5200,2.51,26.100,2.64
1951-10,23.36,1.4833,2.49,26.200,2.65
1951-11,22.71,1.4467,2.46,26.400,2.66
1951-12,23.41,1.4100,2.44,26.500,2.67
1952-01,24.19,1.4133,2.43,26.500,2.68
1952-02,23.75,1.4167,2.41,26.300,2.69
1952-03,23.81,1.4200,2.40,26.300,2.70
1952-04,23.74,1.4300,2.38,26.400,2.72
1952-05,23.73,1.4400,2.36,26.400,2.80
1952-06,24.38,1.4500,2.34,26.500,2.86
1952-07,25.08,1.4500,2.35,26.700,2.81
1952-08,25.18,1.4500,2.35,26.700,2.84
1952-09,24.78,1.4500,2.36,26.700,2.81
1952-10,24.26,1.4367,2.37,26.700,2.67
1952-11,25.03,1.4233,2.39,26.700,2.68
1952-12,26.04,1.4100,2.40,26.700,2.60
1953-01,26.18,1.4100,2.41,26.600,2.83
1953-02,25.86,1.4100,2.42,26.500,2.80
1953-03,25.99,1.4100,2.43,26.600,2.77
1953-04,24.71,1.4133,2.46,26.600,2.83
1953-05,24.84,1.4167,2.48,26.700,3.05
1953-06,23.95,1.4200,2.51,26.800,3.11
1953-07,24.29,1.4200,2.52,26.800,2.93
1953-08,24.39,1.4200,2.54,26.900,2.95
1953-09,23.27,1.4200,2.55,26.900,2.87
1953-10,23.97,1.4300,2.54,27.000,2.66
1953-11,24.50,1.4400,2.52,26.900,2.68
1953-12,24.83,1.4500,2.51,26.900,2.59
1954-01,25.46,1.4567,2.52,26.900,2.48
1954-02,26.02,1.4633,2.54,26.900,2.47
1954-03,26.57,1.4700,2.55,26.900,2.37
1954-04,27.63,1.4633,2.57,26.800,2.29
1954-05,28.73,1.4567,2.60,26.900,2.37
1954-06,28.96,1.4500,2.62,26.900,2.38
1954-07,30.13,1.4567,2.62,26.900,2.30
1954-08,30.73,1.4633,2.63,26.900,2.36
1954-09,31.45,1.4700,2.63,26.800,2.38
1954-10,32.18,1.4933,2.68,26.800,2.43
1954-11,33.44,1.5167,2.72,26.800,2.48
1954-12,34.97,1.5400,2.77,26.700,2.51
1955-01,35.60,1.5467,2.83,26.700,2.61
1955-02,36.79,1.5533,2.90,26.700,2.65
1955-03,36.50,1.5600,2.96,26.700,2.68
1955-04,37.76,1.5633,3.05,26.700,2.75
1955-05,37.60,1.5667,3.13,26.700,2.76
1955-06,39.78,1.5700,3.22,26.700,2.78
1955-07,42.69,1.5867,3.29,26.800,2.90
1955-08,42.43,1.6033,3.37,26.800,2.97
1955-09,44.34,1.6200,3.44,26.900,2.97
1955-10,42.11,1.6267,3.50,26.900,2.88
1955-11,44.95,1.6333,3.56,26.900,2.89
1955-12,45.37,1.6400,3.62,26.800,2.96
1956-01,44.15,1.6700,3.64,26.800,2.90
1956-02,44.43,1.7000,3.67,26.800,2.84
1956-03,47.49,1.7300,3.69,26.800,2.96
1956-04,48.05,1.7533,3.66,26.900,3.18
1956-05,46.54,1.7767,3.63,27.000,3.07
1956-06,46.27,1.8000,3.60,27.200,3.00
1956-07,48.78,1.8133,3.55,27.400,3.11
1956-08,48.49,1.8267,3.51,27.300,3.33
1956-09,46.84,1.8400,3.46,27.400,3.38
1956-10,46.24,1.8067,3.44,27.500,3.34
1956-11,45.76,1.7733,3.43,27.500,3.49
1956-12,46.44,1.7400,3.41,27.600,3.59
1957-01,45.43,1.7367,3.41,27.600,3.46
1957-02,43.47,1.7333,3.40,27.700,3.34
1957-03,44.03,1.7300,3.40,27.800,3.41
1957-04,45.05,1.7300,3.41,27.900,3.48
1957-05,46.78,1.7300,3.41,28.000,3.60
1957-06,47.55,1.7300,3.42,28.100,3.80
1957-07,48.51,1.7400,3.44,28.300,3.93
1957-08,45.84,1.7500,3.45,28.300,3.93
1957-09,43.98,1.7600,3.47,28.300,3.92
1957-10,41.24,1.7700,3.44,28.300,3.97
1957-11,40.35,1.7800,3.40,28.400,3.72
1957-12,40.33,1.7900,3.37,28.400,3.21
1958-01,41.12,1.7833,3.29,28.600,3.09
1958-02,41.26,1.7767,3.22,28.600,3.05
1958-03,42.11,1.7700,3.14,28.800,2.98
1958-04,42.34,1.7567,3.07,28.900,2.88
1958-05,43.70,1.7433,3.00,28.900,2.92
1958-06,44.75,1.7300,2.93,28.900,2.97
1958-07,45.98,1.7300,2.91,29.000,3.20
1958-08,47.70,1.7300,2.90,28.900,3.54
1958-09,48.96,1.7300,2.88,28.900,3.76
1958-10,50.95,1.7367,2.88,28.900,3.80
1958-11,52.50,1.7433,2.89,29.000,3.74
1958-12,53.49,1.7500,2.89,28.900,3.86
1959-01,55.62,1.7567,2.96,29.000,4.02
1959-02,54.77,1.7633,3.04,28.900,3.96
1959-03,56.16,1.7700,3.11,28.900,3.99
1959-04,57.10,1.7767,3.21,29.000,4.12
1959-05,57.96,1.7833,3.30,29.000,4.31
1959-06,57.46,1.7900,3.40,29.100,4.34
1959-07,59.74,1.7967,3.41,29.200,4.40
1959-08,59.40,1.8033,3.42,29.200,4.43
1959-09,57.05,1.8100,3.43,29.300,4.68
1959-10,57.00,1.8167,3.42,29.400,4.53
1959-11,57.23,1.8233,3.40,29.400,4.53
1959-12,59.06,1.8300,3.39,29.400,4.69
1960-01,58.03,1.8667,3.39,29.300,4.72
1960-02,55.78,1.9033,3.39,29.400,4.49
1960-03,55.02,1.9400,3.39,29.400,4.25
1960-04,55.73,1.9433,3.35,29.500,4.28
1960-05,55.22,1.9467,3.30,29.500,4.35
1960-06,57.26,1.9500,3.26,29.600,4.15
1960-07,55.84,1.9500,3.26,29.600,3.90
1960-08,56.51,1.9500,3.27,29.600,3.80
1960-09,54.81,1.9500,3.27,29.600,3.80
1960-10,53.73,1.9500,3.27,29.800,3.89
1960-11,55.47,1.9500,3.27,29.800,3.93
1960-12,56.80,1.9500,3.27,29.800,3.84
1961-01,59.72,1.9467,3.21,29.800,3.84
1961-02,62.17,1.9433,3.15,29.800,3.78
1961-03,64.12,1.9400,3.09,29.800,3.74
1961-04,65.83,1.9400,3.07,29.800,3.78
1961-05,66.50,1.9400,3.05,29.800,3.71
1961-06,65.62,1.9400,3.03,29.800,3.88
1961-07,65.44,1.9467,3.04,30.000,3.92
1961-08,67.79,1.9533,3.04,29.900,4.04
1961-09,67.26,1.9600,3.05,30.000,3.98
1961-10,68.00,1.9800,3.10,30.000,3.92
1961-11,71.08,2.0000,3.14,30.000,3.94
1961-12,71.74,2.0200,3.19,30.000,4.06
1962-01,69.07,2.0267,3.25,30.000,4.08
1962-02,70.22,2.0333,3.31,30.100,4.04
1962-03,70.29,2.0400,3.37,30.100,3.93
1962-04,68.05,2.0467,3.40,30.200,3.84
1962-05,62.99,2.0533,3.44,30.200,3.87
1962-06,55.63,2.0600,3.47,30.200,3.91
1962-07,56.97,2.0667,3.49,30.300,4.01
1962-08,58.52,2.0733,3.51,30.300,3.98
1962-09,58.00,2.0800,3.53,30.400,3.98
1962-10,56.17,2.0967,3.58,30.400,3.93
1962-11,60.04,2.1133,3.62,30.400,3.92
1962-12,62.64,2.1300,3.67,30.400,3.86
1963-01,65.06,2.1367,3.68,30.400,3.83
1963-02,65.92,2.1433,3.70,30.400,3.92
1963-03,65.67,2.1500,3.71,30.500,3.93
1963-04,68.76,2.1667,3.75,30.500,3.97
1963-05,70.14,2.1833,3.80,30.500,3.93
1963-06,70.11,2.2000,3.84,30.600,3.99
1963-07,69.07,2.2033,3.88,30.700,4.02
1963-08,70.98,2.2067,3.92,30.700,4.00
1963-09,72.85,2.2100,3.96,30.700,4.08
1963-10,73.03,2.2333,3.98,30.800,4.11
1963-11,72.62,2.2567,4.00,30.800,4.12
1963-12,74.17,2.2800,4.02,30.900,4.13
1964-01,76.45,2.2967,4.07,30.900,4.17
1964-02,77.39,2.3133,4.13,30.900,4.15
1964-03,78.80,2.3300,4.18,30.900,4.22
1964-04,79.94,2.3467,4.23,30.900,4.23
1964-05,80.72,2.3633,4.28,30.900,4.20
1964-06,80.24,2.3800,4.33,31.000,4.17
1964-07,83.22,2.4000,4.38,31.100,4.19
1964-08,82.00,2.4200,4.42,31.000,4.19
1964-09,83.41,2.4400,4.47,31.100,4.20
1964-10,84.85,2.4600,4.50,31.100,4.19
1964-11,85.44,2.4800,4.52,31.200,4.15
1964-12,83.96,2.5000,4.55,31.200,4.18
1965-01,86.12,2.5167,4.59,31.200,4.19
1965-02,86.75,2.5333,4.64,31.200,4.21
1965-03,86.83,2.5500,4.68,31.300,4.21
1965-04,87.97,2.5700,4.73,31.400,4.20
1965-05,89.28,2.5900,4.79,31.400,4.21
1965-06,85.04,2.6100,4.84,31.600,4.21
1965-07,84.91,2.6267,4.89,31.600,4.20
1965-08,86.49,2.6433,4.93,31.600,4.25
1965-09,89.38,2.6600,4.98,31.600,4.29
1965-10,91.39,2.6800,5.05,31.700,4.35
1965-11,92.15,2.7000,5.12,31.700,4.45
1965-12,91.73,2.7200,5.19,31.800,4.62
1966-01,93.32,2.7400,5.24,31.800,4.61
1966-02,92.69,2.7600,5.29,32.000,4.83
1966-03,88.88,2.7800,5.34,32.100,4.87
1966-04,91.60,2.7967,5.38,32.300,4.75
1966-05,86.78,2.8133,5.42,32.300,4.78
1966-06,86.06,2.8300,5.46,32.400,4.81
1966-07,85.84,2.8500,5.48,32.500,5.02
1966-08,80.65,2.8700,5.49,32.700,5.22
1966-09,77.81,2.8900,5.51,32.700,5.18
1966-10,77.13,2.8833,5.52,32.900,5.01
1966-11,80.99,2.8767,5.54,32.900,5.16
1966-12,81.33,2.8700,5.55,32.900,4.84
1967-01,84.45,2.8800,5.52,32.900,4.58
1967-02,87.36,2.8900,5.48,32.900,4.63
1967-03,89.42,2.9000,5.45,33.000,4.54
1967-04,90.96,2.9000,5.41,33.100,4.59
1967-05,92.59,2.9000,5.37,33.200,4.85
1967-06,91.43,2.9000,5.33,33.300,5.02
1967-07,93.01,2.9067,5.32,33.400,5.16
1967-08,94.49,2.9133,5.31,33.500,5.28
1967-09,95.81,2.9200,5.30,33.600,5.30
1967-10,95.66,2.9200,5.31,33.700,5.48
1967-11,92.66,2.9200,5.32,33.800,5.75
1967-12,95.30,2.9200,5.33,33.900,5.70
1968-01,95.04,2.9300,5.37,34.100,5.53
1968-02,90.75,2.9400,5.40,34.200,5.56
1968-03,89.09,2.9500,5.44,34.300,5.74
1968-04,95.67,2.9633,5.48,34.400,5.64
1968-05,97.87,2.9767,5.53,34.500,5.87
1968-06,100.50,2.9900,5.57,34.700,5.72
1968-07,100.30,3.0033,5.60,34.900,5.50
1968-08,98.11,3.0167,5.63,35.000,5.42
1968-09,101.30,3.0300,5.66,35.100,5.46
1968-10,103.80,3.0433,5.69,35.300,5.58
1968-11,105.40,3.0567,5.73,35.400,5.70
1968-12,106.50,3.0700,5.76,35.500,6.03
1969-01,102.00,3.0800,5.78,35.600,6.04
1969-02,101.50,3.0900,5.80,35.800,6.19
1969-03,99.30,3.1000,5.82,36.100,6.30
1969-04,101.30,3.1100,5.83,36.300,6.17
1969-05,104.60,3.1200,5.83,36.400,6.32
1969-06,99.14,3.1300,5.84,36.600,6.57
1969-07,94.71,3.1367,5.86,36.800,6.72
1969-08,94.18,3.1433,5.87,37.000,6.69
1969-09,94.51,3.1500,5.89,37.100,7.16
1969-10,95.52,3.1533,5.85,37.300,7.10
1969-11,96.21,3.1567,5.82,37.500,7.14
1969-12,91.11,3.1600,5.78,37.700,7.65
1970-01,90.31,3.1633,5.73,37.800,7.79
1970-02,87.16,3.1667,5.68,38.000,7.24
1970-03,88.65,3.1700,5.63,38.200,7.07
1970-04,85.95,3.1733,5.59,38.500,7.39
1970-05,76.06,3.1767,5.56,38.600,7.91
1970-06,75.59,3.1800,5.52,38.800,7.84
1970-07,75.72,3.1833,5.47,39.000,7.46
1970-08,77.92,3.1867,5.41,39.000,7.53
1970-09,82.58,3.1900,5.36,39.200,7.39
1970-10,84.37,3.1733,5.28,39.400,7.33
1970-11,84.28,3.1567,5.21,39.600,6.84
1970-12,90.05,3.1400,5.13,39.800,6.39
1971-01,93.49,3.1300,5.16,39.800,6.24
1971-02,97.11,3.1200,5.19,39.900,6.11
1971-03,99.60,3.1100,5.22,40.000,5.70
1971-04,103.00,3.1067,5.25,40.100,5.83
1971-05,101.60,3.1033,5.29,40.300,6.39
1971-06,99.72,3.1000,5.32,40.600,6.52
1971-07,99.00,3.0967,5.36,40.700,6.73
1971-08,97.24,3.0933,5.39,40.800,6.58
1971-09,99.40,3.0900,5.43,40.800,6.14
1971-10,97.29,3.0833,5.52,40.900,5.93
1971-11,92.78,3.0767,5.61,40.900,5.81
1971-12,99.17,3.0700,5.70,41.100,5.93
1972-01,103.30,3.0700,5.74,41.100,5.95
1972-02,105.20,3.0700,5.77,41.300,6.08
1972-03,107.70,3.0700,5.81,41.400,6.07
1972-04,108.80,3.0700,5.86,41.500,6.19
1972-05,107.70,3.0700,5.92,41.600,6.13
1972-06,108.00,3.0700,5.97,41.700,6.11
1972-07,107.20,3.0733,6.03,41.900,6.11
1972-08,111.00,3.0767,6.08,42.000,6.21
1972-09,109.40,3.0800,6.14,42.100,6.55
1972-10,109.60,3.1033,6.23,42.300,6.48
1972-11,115.10,3.1267,6.33,42.400,6.28
1972-12,117.50,3.1500,6.42,42.500,6.36
1973-01,118.40,3.1567,6.55,42.600,6.46
1973-02,114.20,3.1633,6.67,42.900,6.64
1973-03,112.40,3.1700,6.80,43.300,6.71
1973-04,110.30,3.1867,6.94,43.600,6.67
1973-05,107.20,3.2033,7.09,43.900,6.85
1973-06,104.80,3.2200,7.23,44.200,6.90
1973-07,105.80,3.2367,7.38,44.300,7.13
1973-08,103.80,3.2533,7.54,45.100,7.40
1973-09,105.60,3.2700,7.69,45.200,7.09
1973-10,109.80,3.3067,7.85,45.600,6.79
1973-11,102.00,3.3433,8.00,45.900,6.73
1973-12,94.78,3.3800,8.16,46.200,6.74
1974-01,96.11,3.4000,8.23,46.600,6.99
1974-02,93.45,3.4200,8.29,47.200,6.96
1974-03,97.44,3.4400,8.36,47.800,7.21
1974-04,92.46,3.4600,8.49,48.000,7.51
1974-05,89.67,3.4800,8.61,48.600,7.58
1974-06,89.79,3.5000,8.74,49.000,7.54
1974-07,79.31,3.5300,8.86,49.400,7.81
1974-08,76.03,3.5600,8.99,50.000,8.04
1974-09,68.12,3.5900,9.11,50.600,8.04
1974-10,69.44,3.5933,9.04,51.100,7.90
1974-11,71.74,3.5967,8.96,51.500,7.68
1974-12,67.07,3.6000,8.89,51.900,7.43
1975-01,72.56,3.6233,8.74,52.100,7.50
1975-02,80.10,3.6467,8.60,52.500,7.39
1975-03,83.78,3.6700,8.45,52.700,7.73
1975-04,84.72,3.6833,8.29,52.900,8.23
1975-05,90.10,3.6967,8.12,53.200,8.06
1975-06,92.40,3.7100,7.96,53.600,7.86
1975-07,92.49,3.7100,7.89,54.200,8.06
1975-08,85.71,3.7100,7.83,54.300,8.40
1975-09,84.67,3.7100,7.76,54.600,8.43
1975-10,88.57,3.7000,7.83,54.900,8.14
1975-11,90.07,3.6900,7.89,55.300,8.05
1975-12,88.70,3.6800,7.96,55.500,8.00
1976-01,96.86,3.6833,8.19,55.600,7.74
1976-02,100.60,3.6867,8.43,55.800,7.79
1976-03,101.10,3.6900,8.66,55.900,7.73
1976-04,101.90,3.7133,8.86,56.100,7.56
1976-05,101.20,3.7367,9.05,56.500,7.90
1976-06,101.80,3.7600,9.25,56.800,7.86
1976-07,104.20,3.7900,9.35,57.100,7.83
1976-08,103.30,3.8200,9.45,57.400,7.77
1976-09,105.50,3.8500,9.55,57.600,7.59
1976-10,101.90,3.9167,9.67,57.900,7.41
1976-11,101.20,3.9833,9.79,58.000,7.29
1976-12,104.70,4.0500,9.91,58.200,6.87
1977-01,103.80,4.0967,9.97,58.500,7.21
1977-02,101.00,4.1433,10.02,59.100,7.39
1977-03,100.60,4.1900,10.08,59.500,7.46
1977-04,99.05,4.2467,10.19,60.000,7.37
1977-05,98.76,4.3033,10.31,60.300,7.46
1977-06,99.29,4.3600,10.42,60.700,7.28
1977-07,100.20,4.4067,10.52,61.000,7.33
1977-08,97.75,4.4533,10.61,61.200,7.40
1977-09,96.23,4.5000,10.71,61.400,7.34
1977-10,93.74,4.5567,10.77,61.600,7.52
1977-11,94.28,4.6133,10.83,61.900,7.58
1977-12,93.82,4.6700,10.89,62.100,7.69
1978-01,90.25,4.7133,10.90,62.500,7.96
1978-02,88.98,4.7567,10.91,62.900,8.03
1978-03,88.82,4.8000,10.92,63.400,8.04
1978-04,92.71,4.8367,11.02,63.900,8.15
1978-05,97.41,4.8733,11.13,64.500,8.35
1978-06,97.66,4.9100,11.23,65.200,8.46
1978-07,97.19,4.9467,11.34,65.700,8.64
1978-08,103.90,4.9833,11.46,66.000,8.41
1978-09,103.90,5.0200,11.57,66.500,8.42
1978-10,100.60,5.0367,11.82,67.100,8.64
1978-11,94.71,5.0533,12.08,67.400,8.81
1978-12,96.11,5.0700,12.33,67.700,9.01
1979-01,99.71,5.1133,12.65,68.300,9.10
1979-02,98.23,5.1567,12.98,69.100,9.10
1979-03,100.10,5.2000,13.30,69.800,9.12
1979-04,102.10,5.2467,13.53,70.600,9.18
1979-05,99.73,5.2933,13.75,71.500,9.25
1979-06,101.70,5.3400,13.98,72.300,8.91
1979-07,102.70,5.3967,14.20,73.100,8.95
1979-08,107.40,5.4533,14.41,73.800,9.03
1979-09,108.60,5.5100,14.63,74.600,9.33
1979-10,104.50,5.5567,14.71,75.200,10.30
1979-11,103.70,5.6033,14.78,75.900,10.65
1979-12,107.80,5.6500,14.86,76.700,10.39
1980-01,110.90,5.7000,15.00,77.800,10.80
1980-02,115.30,5.7500,15.15,78.900,12.41
1980-03,104.70,5.8000,15.29,80.100,12.75
1980-04,103.00,5.8467,15.17,81.000,11.47
1980-05,107.70,5.8933,15.06,81.800,10.18
1980-06,114.60,5.9400,14.94,82.700,9.78
1980-07,119.80,5.9833,14.84,82.700,10.25
1980-08,123.50,6.0267,14.74,83.300,11.10
1980-09,126.50,6.0700,14.64,84.000,11.51
1980-10,130.20,6.1000,14.70,84.800,11.75
1980-11,135.70,6.1300,14.76,85.500,12.68
1980-12,133.50,6.1600,14.82,86.300,12.84
1981-01,133.00,6.2000,14.74,87.000,12.57
1981-02,128.40,6.2400,14.66,87.900,13.19
1981-03,133.20,6.2800,14.58,88.500,13.12
1981-04,134.40,6.3167,14.72,89.100,13.68
1981-05,131.70,6.3533,14.87,89.800,14.10
1981-06,132.30,6.3900,15.01,90.600,13.47
1981-07,129.10,6.4333,15.10,91.600,14.28
1981-08,129.60,6.4767,15.18,92.300,14.94
1981-09,118.30,6.5200,15.27,93.200,15.32
1981-10,119.80,6.5567,15.30,93.400,15.15
1981-11,122.90,6.5933,15.33,93.700,13.39
1981-12,123.80,6.6300,15.36,94.000,13.72
1982-01,117.30,6.6600,15.18,94.300,14.59
1982-02,114.50,6.6900,14.99,94.600,14.43
1982-03,110.80,6.7200,14.81,94.500,13.86
1982-04,116.30,6.7500,14.60,94.900,13.87
1982-05,116.40,6.7800,14.38,95.800,13.62
1982-06,109.70,6.8100,14.17,97.000,14.30
1982-07,109.40,6.8233,13.97,97.500,13.95
1982-08,109.70,6.8367,13.76,97.700,13.06
1982-09,122.40,6.8500,13.56,97.900,12.34
1982-10,132.70,6.8567,13.25,98.200,10.91
1982-11,138.10,6.8633,12.95,98.000,10.55
1982-12,139.40,6.8700,12.64,97.600,10.54
1983-01,144.30,6.8833,12.57,97.800,10.46
1983-02,146.80,6.8967,12.49,97.900,10.72
1983-03,151.90,6.9100,12.42,97.900,10.51
1983-04,157.70,6.9200,12.48,98.600,10.40
1983-05,164.10,6.9300,12.53,99.200,10.38
1983-06,166.40,6.9400,12.59,99.500,10.85
1983-07,167.00,6.9600,12.83,99.900,11.38
1983-08,162.40,6.9800,13.06,100.200,11.85
1983-09,167.20,7.0000,13.30,100.700,11.65
1983-10,167.70,7.0300,13.54,101.000,11.54
1983-11,165.20,7.0600,13.79,101.200,11.69
1983-12,164.40,7.0900,14.03,101.300,11.83
1984-01,166.40,7.1200,14.44,101.900,11.67
1984-02,157.30,7.1500,14.85,102.400,11.84
1984-03,157.40,7.1800,15.26,102.600,12.32
1984-04,157.60,7.2233,15.57,103.100,12.63
1984-05,156.60,7.2667,15.89,103.400,13.41
1984-06,153.10,7.3100,16.20,103.700,13.56
1984-07,151.10,7.3333,16.32,104.100,13.36
1984-08,164.40,7.3567,16.44,104.500,12.72
1984-09,166.10,7.3800,16.56,105.000,12.52
1984-10,164.80,7.4300,16.59,105.300,12.16
1984-11,166.30,7.4800,16.61,105.300,11.57
1984-12,164.50,7.5300,16.64,105.300,11.50
1985-01,171.60,7.5733,16.56,105.500,11.38
1985-02,180.90,7.6167,16.47,106.000,11.51
1985-03,179.40,7.6600,16.39,106.400,11.86
1985-04,180.60,7.6867,16.13,106.900,11.43
1985-05,184.90,7.7133,15.87,107.300,10.85
1985-06,188.90,7.7400,15.61,107.600,10.16
1985-07,192.50,7.7733,15.48,107.800,10.31
1985-08,188.30,7.8067,15.36,108.000,10.33
1985-09,184.10,7.8400,15.23,108.300,10.37
1985-10,186.20,7.8600,15.02,108.700,10.24
1985-11,197.50,7.8800,14.82,109.000,9.78
1985-12,207.30,7.9000,14.61,109.300,9.26
1986-01,208.20,7.9400,14.58,109.600,9.19
1986-02,219.40,7.9800,14.55,109.300,8.70
1986-03,232.30,8.0200,14.52,108.800,7.78
1986-04,238.00,8.0467,14.58,108.600,7.30
1986-05,238.50,8.0733,14.65,108.900,7.71
1986-06,245.30,8.1000,14.71,109.500,7.80
1986-07,240.20,8.1433,14.76,109.500,7.30
1986-08,245.00,8.1867,14.80,109.700,7.17
1986-09,238.30,8.2300,14.85,110.200,7.45
1986-10,237.40,8.2467,14.73,110.300,7.43
1986-11,245.10,8.2633,14.60,110.400,7.25
1986-12,248.60,8.2800,14.48,110.500,7.11
1987-01,264.50,8.3000,14.69,111.200,7.08
1987-02,280.90,8.3200,14.89,111.600,7.25
1987-03,292.50,8.3400,15.10,112.100,7.25
1987-04,289.30,8.4000,14.87,112.700,8.02
1987-05,289.10,8.4600,14.65,113.100,8.61
1987-06,301.40,8.5200,14.42,113.500,8.40
1987-07,310.10,8.5667,14.90,113.800,8.45
1987-08,329.40,8.6133,15.38,114.400,8.76
1987-09,318.70,8.6600,15.86,115.000,9.42
1987-10,280.20,8.7100,16.41,115.300,9.52
1987-11,245.00,8.7600,16.95,115.400,8.86
1987-12,241.00,8.8100,17.50,115.400,8.99
1988-01,250.50,8.8567,17.86,115.700,8.67
1988-02,258.10,8.9033,18.23,116.000,8.21
1988-03,265.70,8.9500,18.59,116.500,8.37
1988-04,262.60,9.0433,19.62,117.100,8.72
1988-05,256.10,9.1367,20.64,117.500,9.09
1988-06,270.70,9.2300,21.67,118.000,8.92
1988-07,269.10,9.3067,22.02,118.500,9.06
1988-08,263.70,9.3833,22.38,119.000,9.26
1988-09,268.00,9.4600,22.73,119.800,8.98
1988-10,277.40,9.5500,23.07,120.200,8.80
1988-11,271.00,9.6400,23.42,120.300,8.96
1988-12,276.50,9.7500,23.75,120.500,9.11
1989-01,285.40,9.8133,24.16,121.100,9.09
1989-02,294.00,9.8967,24.56,121.600,9.17
1989-03,292.70,10.0100,24.96,122.300,9.36
1989-04,302.30,10.0867,25.05,123.100,9.18
1989-05,313.90,10.1933,25.13,123.800,8.86
1989-06,323.70,10.3700,25.22,124.100,8.28
1989-07,331.90,10.4233,24.71,124.400,8.02
1989-08,346.60,10.5467,24.20,124.600,8.11
1989-09,347.30,10.7300,23.69,125.000,8.19
1989-10,347.40,10.7967,23.43,125.600,8.01
1989-11,340.20,10.9233,23.16,125.900,7.87
1989-12,348.60,11.0600,22.87,126.100,7.84
1990-01,339.97,11.1400,22.49,127.400,8.21
1990-02,330.45,11.2300,22.08,128.000,8.47
1990-03,338.46,11.3200,21.67,128.700,8.59
1990-04,338.18,11.4367,21.53,128.900,8.79
1990-05,350.25,11.5533,21.40,129.200,8.76
1990-06,360.39,11.6600,21.26,129.900,8.48
1990-07,360.03,11.7267,21.42,130.400,8.47
1990-08,330.75,11.7833,21.58,131.600,8.75
1990-09,315.41,11.8300,21.74,132.700,8.89
1990-10,307.12,11.9267,21.61,133.500,8.72
1990-11,315.29,12.0133,21.47,133.800,8.39
1990-12,328.75,12.0900,21.34,133.800,8.08
1991-01,325.49,12.1067,21.18,134.600,8.09
1991-02,362.26,12.1133,21.03,134.800,7.85
1991-03,372.28,12.1100,20.94,135.000,8.11
1991-04,379.68,12.1300,20.36,135.200,8.04
1991-05,377.99,12.1400,19.86,135.600,8.07
1991-06,378.29,12.1500,19.41,136.000,8.28
1991-07,380.23,12.1933,18.84,136.200,8.27
1991-08,389.40,12.2367,18.33,136.600,7.90
1991-09,387.20,12.2800,17.82,137.200,7.65
1991-10,386.88,12.2533,17.20,137.400,7.53
1991-11,385.92,12.2267,16.59,137.800,7.42
1991-12,388.51,12.2000,15.97,137.900,7.09
1992-01,416.08,12.2400,16.05,138.100,7.03
1992-02,412.56,12.2800,16.12,138.600,7.34
1992-03,407.36,12.3200,16.19,139.300,7.54
1992-04,407.41,12.3200,16.48,139.500,7.48
1992-05,414.81,12.3200,16.77,139.700,7.39
1992-06,408.27,12.3200,17.05,140.200,7.26
1992-07,415.05,12.3433,17.38,140.500,6.84
1992-08,417.93,12.3667,17.71,140.900,6.59
1992-09,418.48,12.4000,18.04,141.300,6.42
1992-10,412.50,12.3867,18.39,141.800,6.59
1992-11,422.84,12.3833,18.74,142.000,6.87
1992-12,435.64,12.3900,19.09,141.900,6.77
1993-01,435.23,12.4133,19.34,142.600,6.60
1993-02,441.70,12.4467,19.59,143.100,6.26
