date,price,dividends,earnings,cpi,long_term_interest_rate,corporate_tax_rate
1920-08,7.79,0.5167,0.84,20.300,5.04,0.10
1920-09,7.92,0.5150,0.83,20.000,5.05,0.10
1920-10,7.93,0.5133,0.82,19.900,5.06,0.10
1920-11,7.17,0.5117,0.81,19.800,5.07,0.10
1920-12,6.97,0.5100,0.80,19.400,5.08,0.10
1921-01,7.02,0.5058,0.76,19.000,5.09,0.10
1921-02,6.94,0.5017,0.72,18.400,5.02,0.10
1921-03,6.87,0.4975,0.67,18.300,4.96,0.10
1921-04,7.20,0.4933,0.63,18.100,4.89,0.10
1921-05,6.93,0.4892,0.59,17.700,4.83,0.10
1921-06,6.57,0.4850,0.55,17.600,4.76,0.10
1921-07,6.65,0.4808,0.50,17.700,4.70,0.10
1921-08,6.44,0.4767,0.46,17.700,4.63,0.10
1921-09,6.67,0.4725,0.42,17.500,4.56,0.10
1921-10,6.85,0.4683,0.38,17.500,4.50,0.10
1921-11,7.20,0.4642,0.33,17.400,4.43,0.10
1921-12,7.20,0.4600,0.29,17.300,4.37,0.10
1922-01,7.27,0.4642,0.32,16.900,4.30,0.13
1922-02,7.62,0.4683,0.36,16.900,4.31,0.13
1922-03,8.06,0.4725,0.39,16.700,4.31,0.13
1922-04,8.48,0.4767,0.42,16.700,4.32,0.13
1922-05,8.72,0.4808,0.46,16.700,4.32,0.13
1922-06,8.42,0.4850,0.49,16.700,4.33,0.13
1922-07,8.61,0.4892,0.52,16.800,4.33,0.13
1922-08,9.05,0.4933,0.56,16.600,4.34,0.13
1922-09,9.22,0.4975,0.59,16.600,4.34,0.13
1922-10,8.86,0.5017,0.62,16.700,4.35,0.13
1922-11,8.73,0.5058,0.66,16.800,4.35,0.13
1922-12,9.02,0.5100,0.69,16.900,4.36,0.13
1923-01,8.86,0.5117,0.71,16.800,4.36,0.13
1923-02,9.44,0.5133,0.74,16.800,4.34,0.13
1923-03,9.17,0.5150,0.76,16.800,4.31,0.13
1923-04,8.79,0.5167,0.79,16.900,4.29,0.13
1923-05,8.64,0.5183,0.81,16.900,4.26,0.13
1923-06,7.91,0.5200,0.84,17.000,4.24,0.13
1923-07,7.94,0.5217,0.86,17.200,4.21,0.13
1923-08,8.28,0.5233,0.88,17.100,4.19,0.13
1923-09,8.18,0.5250,0.91,17.200,4.16,0.13
1923-10,8.02,0.5267,0.93,17.300,4.14,0.13
1923-11,8.41,0.5283,0.96,17.300,4.11,0.13
1923-12,8.72,0.5300,0.98,17.300,4.09,0.13
1924-01,9.05,0.5317,0.98,17.300,4.06,0.13
1924-02,8.73,0.5333,0.97,17.200,4.04,0.13
1924-03,8.55,0.5350,0.97,17.100,4.03,0.13
1924-04,8.54,0.5367,0.96,17.000,4.01,0.13
1924-05,8.46,0.5383,0.96,17.000,3.99,0.13
1924-06,8.84,0.5400,0.96,17.000,3.98,0.13
1924-07,9.31,0.5417,0.95,17.100,3.96,0.13
1924-08,9.35,0.5433,0.95,17.000,3.94,0.13
1924-09,9.28,0.5450,0.94,17.100,3.93,0.13
1924-10,9.32,0.5467,0.94,17.200,3.91,0.13
1924-11,9.95,0.5483,0.93,17.200,3.89,0.13
1924-12,10.44,0.5500,0.93,17.300,3.88,0.13
1925-01,10.75,0.5542,0.96,17.300,3.86,0.13
1925-02,10.79,0.5583,0.98,17.200,3.85,0.13
1925-03,10.29,0.5625,1.01,17.300,3.83,0.13
1925-04,10.46,0.5667,1.04,17.200,3.82,0.13
1925-05,10.79,0.5708,1.06,17.300,3.80,0.13
1925-06,10.97,0.5750,1.09,17.500,3.79,0.13
1925-07,11.14,0.5792,1.12,17.700,3.77,0.13
1925-08,11.26,0.5833,1.14,17.700,3.76,0.13
1925-09,11.69,0.5875,1.17,17.700,3.74,0.13
1925-10,12.40,0.5917,1.20,17.700,3.73,0.13
1925-11,12.18,0.5958,1.22,18.000,3.71,0.13
1925-12,12.76,0.6000,1.25,17.900,3.70,0.13
1926-01,12.87,0.6075,1.25,17.900,3.68,0.14
1926-02,11.99,0.6150,1.25,17.900,3.65,0.14
1926-03,11.37,0.6225,1.25,17.800,3.62,0.14
1926-04,11.72,0.6300,1.25,17.900,3.60,0.14
1926-05,11.86,0.6375,1.25,17.800,3.57,0.14
1926-06,12.54,0.6450,1.25,17.700,3.54,0.14
1926-07,12.55,0.6525,1.24,17.500,3.51,0.14
1926-08,13.37,0.6600,1.24,17.400,3.48,0.14
1926-09,13.52,0.6675,1.24,17.500,3.45,0.14
1926-10,13.13,0.6750,1.24,17.600,3.43,0.14
1926-11,13.35,0.6825,1.24,17.700,3.40,0.14
1926-12,13.49,0.6900,1.24,17.700,3.37,0.14
1927-01,13.55,0.6967,1.23,17.500,3.34,0.14
1927-02,13.78,0.7033,1.22,17.400,3.34,0.14
1927-03,13.98,0.7100,1.21,17.300,3.34,0.14
1927-04,14.17,0.7167,1.20,17.300,3.34,0.14
1927-05,14.90,0.7233,1.19,17.400,3.34,0.14
1927-06,14.70,0.7300,1.18,17.600,3.34,0.14
1927-07,15.97,0.7367,1.16,17.300,3.34,0.14
1927-08,16.60,0.7433,1.15,17.200,3.33,0.14
1927-09,17.14,0.7500,1.14,17.300,3.33,0.14
1927-10,16.67,0.7567,1.13,17.400,3.33,0.14
1927-11,17.33,0.7633,1.12,17.300,3.33,0.14
1927-12,17.66,0.7700,1.11,17.300,3.33,0.14
1928-01,17.57,0.7767,1.13,17.300,3.33,0.12
1928-02,17.26,0.7833,1.16,17.100,3.35,0.12
1928-03,19.13,0.7900,1.18,17.100,3.38,0.12
1928-04,19.75,0.7967,1.20,17.100,3.40,0.12
1928-05,20.00,0.8033,1.22,17.200,3.42,0.12
1928-06,19.19,0.8100,1.25,17.100,3.44,0.12
1928-07,19.43,0.8167,1.27,17.100,3.47,0.12
1928-08,20.87,0.8233,1.29,17.100,3.49,0.12
1928-09,21.36,0.8300,1.31,17.300,3.51,0.12
1928-10,21.68,0.8367,1.34,17.200,3.53,0.12
1928-11,24.28,0.8433,1.36,17.200,3.56,0.12
1928-12,24.35,0.8500,1.38,17.100,3.58,0.12
1929-01,25.74,0.8600,1.40,17.100,3.60,0.11
1929-02,25.59,0.8700,1.42,17.100,3.57,0.11
1929-03,24.88,0.8800,1.44,17.000,3.55,0.11
1929-04,25.94,0.8900,1.46,16.900,3.52,0.11
1929-05,24.83,0.9000,1.48,17.000,3.50,0.11
1929-06,27.77,0.9100,1.50,17.100,3.47,0.11
1929-07,28.88,0.9200,1.51,17.300,3.45,0.11
1929-08,31.82,0.9300,1.53,17.300,3.42,0.11
1929-09,30.16,0.9400,1.55,17.300,3.39,0.11
1929-10,24.15,0.9500,1.57,17.300,3.37,0.11
1929-11,20.95,0.9600,1.59,17.300,3.34,0.11
1929-12,21.45,0.9700,1.61,17.200,3.32,0.11
1930-01,22.80,0.9708,1.56,17.100,3.29,0.12
1930-02,23.29,0.9717,1.50,17.000,3.29,0.12
1930-03,25.14,0.9725,1.45,16.900,3.30,0.12
1930-04,24.90,0.9733,1.40,17.000,3.30,0.12
1930-05,24.41,0.9742,1.34,16.900,3.31,0.12
1930-06,20.47,0.9750,1.29,16.800,3.31,0.12
1930-07,21.21,0.9758,1.24,16.600,3.32,0.12
1930-08,21.39,0.9767,1.18,16.500,3.32,0.12
1930-09,18.59,0.9775,1.13,16.600,3.32,0.12
1930-10,16.94,0.9783,1.08,16.500,3.33,0.12
1930-11,16.80,0.9792,1.02,16.400,3.33,0.12
1930-12,15.34,0.9800,0.97,16.100,3.34,0.12
1931-01,16.10,0.9667,0.94,15.900,3.34,0.12
1931-02,17.93,0.9533,0.91,15.700,3.37,0.12
1931-03,16.69,0.9400,0.88,15.600,3.40,0.12
1931-04,15.09,0.9267,0.85,15.500,3.43,0.12
1931-05,12.41,0.9133,0.82,15.300,3.45,0.12
1931-06,14.84,0.9000,0.79,15.100,3.48,0.12
1931-07,13.73,0.8867,0.76,15.100,3.51,0.12
1931-08,13.87,0.8733,0.73,15.100,3.54,0.12
1931-09,9.71,0.8600,0.70,15.000,3.57,0.12
1931-10,10.53,0.8467,0.67,14.900,3.60,0.12
1931-11,9.50,0.8333,0.64,14.700,3.62,0.12
1931-12,8.12,0.8200,0.61,14.600,3.65,0.12
1932-01,8.22,0.7933,0.59,14.300,3.68,0.14
1932-02,8.30,0.7667,0.58,14.100,3.65,0.14
1932-03,7.32,0.7400,0.56,14.000,3.62,0.14
1932-04,5.83,0.7133,0.54,13.900,3.59,0.14
1932-05,4.47,0.6867,0.53,13.700,3.56,0.14
1932-06,4.43,0.6600,0.51,13.600,3.53,0.14
1932-07,6.11,0.6333,0.49,13.600,3.50,0.14
1932-08,8.39,0.6067,0.48,13.500,3.46,0.14
1932-09,8.09,0.5800,0.46,13.400,3.43,0.14
1932-10,6.95,0.5533,0.44,13.300,3.40,0.14
1932-11,6.55,0.5267,0.43,13.200,3.37,0.14
1932-12,6.89,0.5000,0.41,13.100,3.34,0.14
1933-01,6.94,0.4950,0.41,12.900,3.31,0.14
1933-02,5.66,0.4900,0.42,12.700,3.29,0.14
1933-03,5.84,0.4850,0.42,12.600,3.28,0.14
1933-04,8.44,0.4800,0.42,12.600,3.26,0.14
1933-05,9.65,0.4750,0.42,12.600,3.25,0.14
1933-06,10.92,0.4700,0.43,12.700,3.23,0.14
1933-07,9.95,0.4650,0.43,13.100,3.22,0.14
1933-08,11.10,0.4600,0.43,13.200,3.20,0.14
1933-09,9.84,0.4550,0.43,13.200,3.18,0.14
1933-10,8.96,0.4500,0.44,13.200,3.17,0.14
1933-11,9.91,0.4450,0.44,13.200,3.15,0.14
1933-12,10.11,0.4400,0.44,13.200,3.14,0.14
1934-01,11.17,0.4408,0.44,13.200,3.12,0.14
1934-02,10.76,0.4417,0.45,13.300,3.09,0.14
1934-03,10.76,0.4425,0.45,13.300,3.07,0.14
1934-04,10.47,0.4433,0.46,13.300,3.04,0.14
1934-05,9.61,0.4442,0.46,13.300,3.01,0.14
1934-06,9.81,0.4450,0.47,13.400,2.98,0.14
1934-07,8.68,0.4458,0.47,13.400,2.96,0.14
1934-08,9.14,0.4467,0.47,13.400,2.93,0.14
1934-09,8.83,0.4475,0.48,13.600,2.90,0.14
1934-10,8.80,0.4483,0.48,13.500,2.87,0.14
1934-11,9.55,0.4492,0.49,13.500,2.85,0.14
1934-12,9.50,0.4500,0.49,13.400,2.82,0.14
1935-01,9.11,0.4500,0.57,13.600,2.79,0.14
1935-02,8.74,0.4500,0.65,13.700,2.78,0.14
1935-03,8.54,0.4500,0.73,13.700,2.77,0.14
1935-04,9.28,0.4467,0.76,13.800,2.76,0.14
1935-05,9.58,0.4433,0.78,13.800,2.74,0.14
1935-06,10.28,0.4400,0.81,13.700,2.73,0.14
1935-07,11.08,0.4400,0.79,13.700,2.72,0.14
1935-08,11.32,0.4400,0.78,13.700,2.71,0.14
1935-09,11.59,0.4400,0.76,13.700,2.70,0.14
1935-10,12.47,0.4500,0.76,13.700,2.69,0.14
1935-11,12.95,0.4600,0.76,13.800,2.67,0.14
1935-12,13.44,0.4700,0.76,13.800,2.66,0.14
1936-01,14.32,0.4800,0.77,13.800,2.65,0.15
1936-02,14.56,0.4900,0.78,13.800,2.65,0.15
1936-03,14.92,0.5000,0.79,13.700,2.66,0.15
1936-04,13.77,0.5167,0.82,13.700,2.66,0.15
1936-05,14.38,0.5333,0.85,13.700,2.66,0.15
1936-06,14.84,0.5500,0.88,13.800,2.66,0.15
1936-07,15.86,0.5700,0.90,13.900,2.67,0.15
1936-08,15.98,0.5900,0.92,14.000,2.67,0.15
1936-09,16.01,0.6100,0.94,14.000,2.67,0.15
1936-10,17.22,0.6467,0.97,14.000,2.67,0.15
1936-11,17.28,0.6833,0.99,14.000,2.68,0.15
1936-12,17.18,0.7200,1.02,14.000,2.68,0.15
1937-01,17.88,0.7300,1.05,14.100,2.68,0.15
1937-02,18.09,0.7400,1.08,14.100,2.67,0.15
1937-03,17.92,0.7500,1.11,14.200,2.66,0.15
1937-04,16.44,0.7800,1.13,14.300,2.65,0.15
1937-05,15.97,0.8100,1.15,14.400,2.64,0.15
1937-06,15.40,0.8400,1.17,14.400,2.63,0.15
1937-07,16.98,0.8167,1.19,14.500,2.62,0.15
1937-08,16.05,0.7933,1.20,14.500,2.61,0.15
1937-09,13.77,0.7700,1.22,14.600,2.60,0.15
1937-10,12.08,0.7800,1.19,14.600,2.59,0.15
1937-11,11.11,0.7900,1.16,14.500,2.58,0.15
1937-12,10.54,0.8000,1.13,14.400,2.57,0.15
1938-01,10.69,0.7933,1.08,14.200,2.56,0.19
1938-02,11.35,0.7867,1.02,14.100,2.54,0.19
1938-03,8.50,0.7800,0.97,14.100,2.53,0.19
1938-04,9.70,0.7667,0.90,14.200,2.51,0.19
1938-05,9.27,0.7533,0.84,14.100,2.49,0.19
1938-06,11.56,0.7400,0.77,14.100,2.48,0.19
1938-07,12.25,0.7133,0.72,14.100,2.46,0.19
1938-08,12.05,0.6867,0.67,14.100,2.44,0.19
1938-09,12.24,0.6600,0.62,14.100,2.43,0.19
1938-10,13.16,0.6100,0.63,14.000,2.41,0.19
1938-11,12.73,0.5600,0.63,14.000,2.39,0.19
1938-12,13.21,0.5100,0.64,14.000,2.38,0.19
1939-01,12.31,0.5133,0.66,14.000,2.36,0.19
1939-02,12.71,0.5167,0.69,13.900,2.35,0.19
1939-03,10.98,0.5200,0.71,13.900,2.34,0.19
1939-04,10.87,0.5233,0.73,13.800,2.32,0.19
1939-05,11.60,0.5267,0.74,13.800,2.31,0.19
1939-06,10.86,0.5300,0.76,13.800,2.30,0.19
1939-07,12.04,0.5400,0.78,13.800,2.29,0.19
1939-08,11.18,0.5500,0.79,13.800,2.27,0.19
1939-09,13.02,0.5600,0.81,14.100,2.26,0.19
1939-10,12.83,0.5800,0.84,14.000,2.25,0.19
1939-11,12.20,0.6000,0.87,14.000,2.24,0.19
1939-12,12.63,0.6200,0.90,14.000,2.22,0.19
1940-01,12.05,0.6233,0.93,13.900,2.21,0.24
1940-02,12.13,0.6267,0.96,14.000,2.19,0.24
1940-03,12.22,0.6300,0.99,14.000,2.17,0.24
1940-04,12.19,0.6367,1.01,14.000,2.15,0.24
1940-05,9.27,0.6433,1.02,14.000,2.12,0.24
1940-06,9.88,0.6500,1.04,14.100,2.10,0.24
1940-07,10.29,0.6567,1.05,14.000,2.08,0.24
1940-08,10.55,0.6633,1.07,14.000,2.06,0.24
1940-09,10.67,0.6700,1.08,14.000,2.04,0.24
1940-10,11.08,0.6700,1.07,14.000,2.02,0.24
1940-11,10.62,0.6700,1.06,14.000,1.99,0.24
1940-12,10.58,0.6700,1.05,14.100,1.97,0.24
1941-01,10.08,0.6733,1.05,14.100,1.95,0.31
1941-02,9.92,0.6767,1.06,14.100,1.99,0.31
1941-03,9.96,0.6800,1.06,14.200,2.04,0.31
1941-04,9.32,0.6833,1.07,14.300,2.08,0.31
1941-05,9.35,0.6867,1.08,14.400,2.12,0.31
1941-06,9.85,0.6900,1.09,14.700,2.16,0.31
1941-07,10.39,0.6933,1.12,14.700,2.21,0.31
1941-08,10.34,0.6967,1.16,14.900,2.25,0.31
1941-09,10.20,0.7000,1.19,15.100,2.29,0.31
1941-10,9.51,0.7033,1.18,15.300,2.33,0.31
1941-11,9.07,0.7067,1.17,15.400,2.38,0.31
1941-12,8.69,0.7100,1.16,15.500,2.42,0.31
1942-01,8.81,0.7033,1.12,15.700,2.46,0.40
1942-02,8.53,0.6967,1.08,15.800,2.46,0.40
1942-03,8.01,0.6900,1.04,16.000,2.46,0.40
1942-04,7.66,0.6800,1.02,16.100,2.46,0.40
1942-05,8.19,0.6700,1.00,16.300,2.46,0.40
1942-06,8.30,0.6600,0.98,16.300,2.46,0.40
1942-07,8.56,0.6467,0.97,16.400,2.47,0.40
1942-08,8.62,0.6333,0.95,16.500,2.47,0.40
1942-09,8.85,0.6200,0.94,16.500,2.47,0.40
1942-10,9.42,0.6100,0.97,16.700,2.47,0.40
1942-11,9.29,0.6000,1.00,16.800,2.47,0.40
1942-12,9.77,0.5900,1.03,16.900,2.47,0.40
1943-01,10.52,0.5900,1.04,16.900,2.47,0.40
1943-02,10.92,0.5900,1.06,16.900,2.47,0.40
1943-03,11.58,0.5900,1.07,17.200,2.47,0.40
1943-04,11.59,0.5900,1.08,17.400,2.47,0.40
1943-05,12.18,0.5900,1.09,17.500,2.47,0.40
1943-06,12.35,0.5900,1.10,17.500,2.47,0.40
1943-07,11.68,0.5933,1.09,17.400,2.48,0.40
1943-08,11.80,0.5967,1.09,17.300,2.48,0.40
1943-09,12.08,0.6000,1.08,17.400,2.48,0.40
1943-10,11.92,0.6033,1.03,17.400,2.48,0.40
1943-11,11.02,0.6067,0.99,17.400,2.48,0.40
1943-12,11.67,0.6100,0.94,17.400,2.48,0.40
1944-01,11.85,0.6133,0.94,17.400,2.48,0.40
1944-02,11.82,0.6167,0.93,17.400,2.47,0.40
1944-03,12.02,0.6200,0.93,17.400,2.46,0.40
1944-04,11.96,0.6233,0.93,17.500,2.45,0.40
1944-05,12.35,0.6267,0.92,17.500,2.44,0.40
1944-06,12.98,0.6300,0.92,17.600,2.43,0.40
1944-07,12.71,0.6333,0.91,17.700,2.43,0.40
1944-08,12.82,0.6367,0.91,17.700,2.42,0.40
1944-09,12.78,0.6400,0.90,17.700,2.41,0.40
1944-10,12.78,0.6400,0.91,17.700,2.40,0.40
1944-11,12.83,0.6400,0.92,17.700,2.39,0.40
1944-12,13.33,0.6400,0.93,17.800,2.38,0.40
1945-01,13.47,0.6433,0.94,17.800,2.37,0.40
1945-02,14.30,0.6467,0.95,17.800,2.36,0.40
1945-03,13.64,0.6500,0.96,17.800,2.34,0.40
1945-04,14.84,0.6500,0.97,17.800,2.33,0.40
1945-05,15.01,0.6500,0.99,17.900,2.31,0.40
1945-06,14.96,0.6500,1.00,18.100,2.30,0.40
1945-07,14.66,0.6533,1.00,18.100,2.28,0.40
1945-08,15.51,0.6567,0.99,18.100,2.27,0.40
1945-09,16.33,0.6600,0.99,18.100,2.25,0.40
1945-10,16.65,0.6600,0.98,18.100,2.24,0.40
1945-11,17.19,0.6600,0.97,18.100,2.22,0.40
1945-12,17.36,0.6600,0.96,18.200,2.21,0.40
1946-01,18.57,0.6667,0.94,18.200,2.19,0.38
1946-02,17.28,0.6733,0.92,18.100,2.20,0.38
1946-03,18.06,0.6800,0.90,18.300,2.20,0.38
1946-04,18.76,0.6800,0.88,18.400,2.21,0.38
1946-05,19.18,0.6800,0.86,18.500,2.21,0.38
1946-06,18.54,0.6800,0.84,18.700,2.22,0.38
1946-07,17.96,0.6833,0.86,19.800,2.22,0.38
1946-08,15.53,0.6867,0.87,20.200,2.23,0.38
1946-09,14.96,0.6900,0.89,20.400,2.23,0.38
1946-10,14.85,0.6967,0.95,20.800,2.24,0.38
1946-11,14.67,0.7033,1.00,21.300,2.24,0.38
1946-12,15.30,0.7100,1.06,21.500,2.25,0.38
1947-01,15.66,0.7133,1.13,21.480,2.25,0.38
1947-02,15.43,0.7167,1.20,21.620,2.27,0.38
1947-03,15.18,0.7200,1.27,22.000,2.28,0.38
1947-04,14.58,0.7333,1.33,22.000,2.30,0.38
1947-05,14.30,0.7467,1.38,21.950,2.31,0.38
1947-06,15.21,0.7600,1.44,22.080,2.33,0.38
1947-07,15.77,0.7700,1.48,22.230,2.35,0.38
1947-08,15.38,0.7800,1.51,22.400,2.36,0.38
1947-09,15.10,0.7900,1.55,22.840,2.38,0.38
1947-10,15.43,0.8067,1.57,22.910,2.39,0.38
1947-11,15.06,0.8233,1.59,23.060,2.41,0.38
1947-12,15.30,0.8400,1.61,23.410,2.42,0.38
1948-01,14.70,0.8433,1.64,23.680,2.44,0.38
1948-02,14.08,0.8467,1.68,23.670,2.43,0.38
1948-03,15.08,0.8500,1.71,23.500,2.42,0.38
1948-04,15.48,0.8500,1.76,23.820,2.41,0.38
1948-05,16.74,0.8500,1.81,24.010,2.40,0.38
1948-06,16.75,0.8500,1.86,24.150,2.39,0.38
1948-07,15.86,0.8567,1.93,24.400,2.38,0.38
1948-08,15.97,0.8633,2.00,24.430,2.36,0.38
1948-09,15.49,0.8700,2.07,24.360,2.35,0.38
1948-10,16.70,0.8900,2.14,24.310,2.34,0.38
1948-11,14.75,0.9100,2.22,24.160,2.33,0.38
1948-12,15.20,0.9300,2.29,24.050,2.32,0.38
1949-01,15.23,0.9467,2.32,24.010,2.31,0.38
1949-02,14.62,0.9633,2.35,23.910,2.31,0.38
1949-03,15.06,0.9800,2.38,23.910,2.31,0.38
1949-04,14.75,0.9933,2.39,23.920,2.31,0.38
1949-05,14.19,1.0067,2.39,23.910,2.31,0.38
1949-06,14.16,1.0200,2.40,23.920,2.31,0.38
1949-07,15.13,1.0267,2.40,23.700,2.32,0.38
1949-08,15.23,1.0333,2.39,23.700,2.32,0.38
1949-09,15.58,1.0400,2.39,23.750,2.32,0.38
1949-10,16.04,1.0733,2.37,23.670,2.32,0.38
1949-11,16.06,1.1067,2.34,23.700,2.32,0.38
1949-12,16.76,1.1400,2.32,23.610,2.32,0.38
1950-01,17.05,1.1500,2.34,23.510,2.32,0.42
1950-02,17.22,1.1600,2.35,23.610,2.34,0.42
1950-03,17.29,1.1700,2.37,23.640,2.36,0.42
1950-04,18.22,1.1800,2.43,23.650,2.38,0.42
1950-05,18.78,1.1900,2.48,23.770,2.40,0.42
1950-06,17.69,1.2000,2.54,23.880,2.42,0.42
1950-07,17.84,1.2433,2.60,24.070,2.45,0.42
1950-08,18.42,1.2867,2.66,24.200,2.47,0.42
1950-09,19.69,1.3300,2.72,24.340,2.49,0.42
1950-10,19.53,1.3767,2.76,24.500,2.51,0.42
1950-11,19.51,1.4233,2.80,24.600,2.53,0.42
1950-12,20.77,1.4700,2.84,24.980,2.55,0.42
1951-01,21.66,1.4867,2.84,25.380,2.57,0.51
1951-02,21.80,1.5033,2.83,25.830,2.58,0.51
1951-03,21.40,1.5200,2.83,25.880,2.59,0.51
1951-04,22.43,1.5333,2.79,25.920,2.60,0.51
1951-05,21.52,1.5467,2.76,25.990,2.61,0.51
1951-06,21.10,1.5600,2.72,25.930,2.62,0.51
1951-07,22.40,1.5467,2.65,25.910,2.63,0.51
1951-08,23.28,1.5333,2.58,25.860,2.63,0.51
1951-09,23.47,1.5200,2.51,26.030,2.64,0.51
1951-10,22.94,1.4833,2.49,26.160,2.65,0.51
1951-11,22.88,1.4467,2.46,26.320,2.66,0.51
1951-12,23.77,1.4100,2.44,26.470,2.67,0.51
1952-01,24.15,1.4133,2.43,26.450,2.68,0.52
1952-02,23.27,1.4167,2.41,26.410,2.69,0.52
1952-03,24.37,1.4200,2.40,26.390,2.70,0.52
1952-04,23.33,1.4300,2.38,26.460,2.72,0.52
1952-05,23.81,1.4400,2.36,26.470,2.80,0.52
1952-06,24.96,1.4500,2.34,26.530,2.86,0.52
1952-07,25.41,1.4500,2.35,26.680,2.81,0.52
1952-08,25.15,1.4500,2.35,26.690,2.84,0.52
1952-09,24.55,1.4500,2.36,26.630,2.81,0.52
1952-10,24.52,1.4367,2.37,26.690,2.67,0.52
1952-11,25.68,1.4233,2.39,26.690,2.68,0.52
1952-12,26.58,1.4100,2.40,26.710,2.60,0.52
1953-01,26.51,1.4100,2.41,26.640,2.83,0.52
1953-02,25.93,1.4100,2.42,26.590,2.80,0.52
1953-03,25.29,1.4100,2.43,26.630,2.77,0.52
1953-04,24.63,1.4133,2.46,26.690,2.83,0.52
1953-05,24.15,1.4167,2.48,26.700,3.05,0.52
1953-06,24.14,1.4200,2.51,26.770,3.11,0.52
1953-07,24.75,1.4200,2.52,26.790,2.93,0.52
1953-08,23.32,1.4200,2.54,26.850,2.95,0.52
1953-09,23.35,1.4200,2.55,26.890,2.87,0.52
1953-10,24.66,1.4300,2.54,26.950,2.66,0.52
1953-11,24.76,1.4400,2.52,26.850,2.68,0.52
1953-12,24.81,1.4500,2.51,26.870,2.59,0.52
1954-01,25.99,1.4567,2.52,26.940,2.48,0.52
1954-02,26.25,1.4633,2.54,26.990,2.47,0.52
1954-03,26.94,1.4700,2.55,26.930,2.37,0.52
1954-04,28.26,1.4633,2.57,26.860,2.29,0.52
1954-05,29.19,1.4567,2.60,26.930,2.37,0.52
1954-06,29.21,1.4500,2.62,26.940,2.38,0.52
1954-07,30.99,1.4567,2.62,26.860,2.30,0.52
1954-08,29.83,1.4633,2.63,26.850,2.36,0.52
1954-09,32.31,1.4700,2.63,26.810,2.38,0.52
1954-10,31.79,1.4933,2.68,26.720,2.43,0.52
1954-11,34.24,1.5167,2.72,26.780,2.48,0.52
1954-12,35.98,1.5400,2.77,26.770,2.51,0.52
1955-01,36.63,1.5467,2.83,26.770,2.61,0.52
1955-02,36.76,1.5533,2.90,26.820,2.65,0.52
1955-03,36.58,1.5600,2.96,26.790,2.68,0.52
1955-04,38.04,1.5633,3.05,26.790,2.75,0.52
1955-05,37.91,1.5667,3.13,26.770,2.76,0.52
1955-06,41.03,1.5700,3.22,26.710,2.78,0.52
1955-07,42.93,1.5867,3.29,26.760,2.90,0.52
1955-08,43.18,1.6033,3.37,26.720,2.97,0.52
1955-09,43.67,1.6200,3.44,26.850,2.97,0.52
1955-10,42.34,1.6267,3.50,26.820,2.88,0.52
1955-11,45.51,1.6333,3.56,26.880,2.89,0.52
1955-12,45.16,1.6400,3.62,26.870,2.96,0.52
1956-01,43.82,1.6700,3.64,26.830,2.90,0.52
1956-02,45.34,1.7000,3.67,26.860,2.84,0.52
1956-03,48.70,1.7300,3.69,26.890,2.96,0.52
1956-04,48.38,1.7533,3.66,26.930,3.18,0.52
1956-05,45.20,1.7767,3.63,27.030,3.07,0.52
1956-06,46.93,1.8000,3.60,27.150,3.00,0.52
1956-07,49.39,1.8133,3.55,27.290,3.11,0.52
1956-08,47.51,1.8267,3.51,27.310,3.33,0.52
1956-09,44.70,1.8400,3.46,27.350,3.38,0.52
1956-10,45.58,1.8067,3.44,27.510,3.34,0.52
1956-11,45.08,1.7733,3.43,27.510,3.49,0.52
1956-12,46.67,1.7400,3.41,27.630,3.59,0.52
1957-01,44.72,1.7367,3.41,27.670,3.46,0.52
1957-02,43.26,1.7333,3.40,27.800,3.34,0.52
1957-03,44.14,1.7300,3.40,27.860,3.41,0.52
1957-04,45.74,1.7300,3.41,27.930,3.48,0.52
1957-05,47.43,1.7300,3.41,28.000,3.60,0.52
1957-06,47.43,1.7300,3.42,28.110,3.80,0.52
1957-07,47.91,1.7400,3.44,28.190,3.93,0.52
1957-08,45.44,1.7500,3.45,28.280,3.93,0.52
1957-09,42.42,1.7600,3.47,28.320,3.92,0.52
1957-10,41.06,1.7700,3.44,28.320,3.97,0.52
1957-11,41.36,1.7800,3.40,28.410,3.72,0.52
1957-12,39.99,1.7900,3.37,28.470,3.21,0.52
1958-01,41.70,1.7833,3.29,28.640,3.09,0.52
1958-02,40.84,1.7767,3.22,28.700,3.05,0.52
1958-03,42.10,1.7700,3.14,28.870,2.98,0.52
1958-04,43.44,1.7567,3.07,28.940,2.88,0.52
1958-05,44.31,1.7433,3.00,28.940,2.92,0.52
1958-06,45.24,1.7300,2.93,28.910,2.97,0.52
1958-07,47.19,1.7300,2.91,28.890,3.20,0.52
1958-08,48.00,1.7300,2.90,28.940,3.54,0.52
1958-09,50.06,1.7300,2.88,28.910,3.76,0.52
1958-10,51.33,1.7367,2.88,28.910,3.80,0.52
1958-11,52.69,1.7433,2.89,28.950,3.74,0.52
1958-12,55.21,1.7500,2.89,28.970,3.86,0.52
1959-01,55.21,1.7567,2.96,29.010,4.02,0.52
1959-02,55.73,1.7633,3.04,29.000,3.96,0.52
1959-03,55.44,1.7700,3.11,28.970,3.99,0.52
1959-04,57.59,1.7767,3.21,28.980,4.12,0.52
