date,modified
1871-01,0.04
1871-02,0.04
1871-03,0.05
1871-04,0.05
1871-05,0.05
1871-06,0.05
1871-07,0.05
1871-08,0.05
1871-09,0.05
1871-10,0.05
1871-11,0.05
1871-12,0.05
1872-01,0.05
1872-02,0.05
1872-03,0.05
1872-04,0.05
1872-05,0.05
1872-06,0.05
1872-07,0.05
1872-08,0.05
1872-09,0.05
1872-10,0.05
1872-11,0.05
1872-12,0.05
1873-01,0.06
1873-02,0.06
1873-03,0.06
1873-04,0.06
1873-05,0.06
1873-06,0.06
1873-07,0.06
1873-08,0.06
1873-09,0.05
1873-10,0.05
1873-11,0.05
1873-12,0.05
1874-01,0.05
1874-02,0.06
1874-03,0.06
1874-04,0.05
1874-05,0.05
1874-06,0.05
1874-07,0.05
1874-08,0.05
1874-09,0.05
1874-10,0.06
1874-11,0.06
1874-12,0.06
1875-01,0.06
1875-02,0.06
1875-03,0.06
1875-04,0.06
1875-05,0.06
1875-06,0.06
1875-07,0.06
1875-08,0.06
1875-09,0.06
1875-10,0.06
1875-11,0.06
1875-12,0.06
1876-01,0.06
1876-02,0.06
1876-03,0.06
1876-04,0.06
1876-05,0.06
1876-06,0.06
1876-07,0.06
1876-08,0.05
1876-09,0.05
1876-10,0.05
1876-11,0.05
1876-12,0.05
1877-01,0.05
1877-02,0.05
1877-03,0.05
1877-04,0.04
1877-05,0.04
1877-06,0.04
1877-07,0.04
1877-08,0.04
1877-09,0.05
1877-10,0.05
1877-11,0.05
1877-12,0.05
1878-01,0.05
1878-02,0.05
1878-03,0.05
1878-04,0.05
1878-05,0.05
1878-06,0.05
1878-07,0.05
1878-08,0.05
1878-09,0.05
1878-10,0.05
1878-11,0.05
1878-12,0.05
1879-01,0.06
1879-02,0.06
1879-03,0.06
1879-04,0.06
1879-05,0.06
1879-06,0.06
1879-07,0.06
1879-08,0.07
1879-09,0.07
1879-10,0.08
1879-11,0.08
1879-12,0.08
1880-01,0.08
1880-02,0.09
1880-03,0.09
1880-04,0.09
1880-05,0.08
1880-06,0.08
1880-07,0.08
1880-08,0.09
1880-09,0.09
1880-10,0.09
1880-11,0.10
1880-12,0.10
1881-01,0.11
1881-02,0.11
1881-03,0.11
1881-04,0.11
1881-05,0.11
1881-06,0.11
1881-07,0.11
1881-08,0.11
1881-09,0.11
1881-10,0.11
1881-11,0.11
1881-12,0.11
1882-01,0.11
1882-02,0.10
1882-03,0.10
1882-04,0.10
1882-05,0.10
1882-06,0.10
1882-07,0.11
1882-08,0.11
1882-09,0.12
1882-10,0.11
1882-11,0.11
1882-12,0.11
1883-01,0.11
1883-02,0.11
1883-03,0.11
1883-04,0.11
1883-05,0.11
1883-06,0.11
1883-07,0.11
1883-08,0.11
1883-09,0.11
1883-10,0.11
1883-11,0.11
1883-12,0.11
1884-01,0.10
1884-02,0.11
1884-03,0.11
1884-04,0.10
1884-05,0.09
1884-06,0.09
1884-07,0.09
1884-08,0.10
1884-09,0.10
1884-10,0.09
1884-11,0.09
1884-12,0.09
1885-01,0.09
1885-02,0.09
1885-03,0.09
1885-04,0.09
1885-05,0.09
1885-06,0.09
1885-07,0.10
1885-08,0.10
1885-09,0.10
1885-10,0.11
1885-11,0.12
1885-12,0.12
1886-01,0.12
1886-02,0.12
1886-03,0.12
1886-04,0.12
1886-05,0.11
1886-06,0.12
1886-07,0.12
1886-08,0.12
1886-09,0.13
1886-10,0.13
1886-11,0.13
1886-12,0.13
1887-01,0.13
1887-02,0.13
1887-03,0.13
1887-04,0.14
1887-05,0.14
1887-06,0.14
1887-07,0.13
1887-08,0.13
1887-09,0.13
1887-10,0.12
1887-11,0.13
1887-12,0.13
1888-01,0.13
1888-02,0.13
1888-03,0.12
1888-04,0.13
1888-05,0.13
1888-06,0.12
1888-07,0.13
1888-08,0.13
1888-09,0.13
1888-10,0.13
1888-11,0.13
1888-12,0.13
1889-01,0.13
1889-02,0.13
1889-03,0.13
1889-04,0.13
1889-05,0.14
1889-06,0.14
1889-07,0.14
1889-08,0.14
1889-09,0.14
1889-10,0.14
1889-11,0.14
1889-12,0.14
1890-01,0.14
1890-02,0.14
1890-03,0.14
1890-04,0.14
1890-05,0.15
1890-06,0.15
1890-07,0.15
1890-08,0.15
1890-09,0.14
1890-10,0.14
1890-11,0.13
1890-12,0.13
1891-01,0.13
1891-02,0.13
1891-03,0.13
1891-04,0.14
1891-05,0.14
1891-06,0.13
1891-07,0.13
1891-08,0.14
1891-09,0.15
1891-10,0.15
1891-11,0.15
1891-12,0.15
1892-01,0.16
1892-02,0.16
1892-03,0.16
1892-04,0.16
1892-05,0.16
1892-06,0.16
1892-07,0.16
1892-08,0.16
1892-09,0.16
1892-10,0.16
1892-11,0.16
1892-12,0.16
1893-01,0.17
1893-02,0.16
1893-03,0.16
1893-04,0.16
1893-05,0.15
1893-06,0.14
1893-07,0.13
1893-08,0.12
1893-09,0.13
1893-10,0.14
1893-11,0.14
1893-12,0.14
1894-01,0.13
1894-02,0.14
1894-03,0.14
1894-04,0.14
1894-05,0.14
1894-06,0.14
1894-07,0.14
1894-08,0.14
1894-09,0.14
1894-10,0.14
1894-11,0.14
1894-12,0.14
1895-01,0.14
1895-02,0.14
1895-03,0.14
1895-04,0.14
1895-05,0.15
1895-06,0.16
1895-07,0.16
1895-08,0.16
1895-09,0.16
1895-10,0.16
1895-11,0.15
1895-12,0.15
1896-01,0.14
1896-02,0.15
1896-03,0.15
1896-04,0.15
1896-05,0.15
1896-06,0.15
1896-07,0.14
1896-08,0.13
1896-09,0.14
1896-10,0.14
1896-11,0.15
1896-12,0.15
1897-01,0.15
1897-02,0.15
1897-03,0.15
1897-04,0.14
1897-05,0.15
1897-06,0.15
1897-07,0.16
1897-08,0.17
1897-09,0.18
1897-10,0.18
1897-11,0.17
1897-12,0.17
1898-01,0.18
1898-02,0.18
1898-03,0.17
1898-04,0.17
1898-05,0.18
1898-06,0.19
1898-07,0.19
1898-08,0.20
1898-09,0.20
1898-10,0.19
1898-11,0.20
1898-12,0.21
1899-01,0.23
1899-02,0.24
1899-03,0.24
1899-04,0.25
1899-05,0.24
1899-06,0.23
1899-07,0.24
1899-08,0.25
1899-09,0.25
1899-10,0.25
1899-11,0.25
1899-12,0.24
1900-01,0.24
1900-02,0.24
1900-03,0.25
